SOURCE_ID,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp,absolute_magnitude
5901273657276199168,223.4705886287922,-50.98206232926366,0.22202860079792255,-8.94927183857326,-5.508330504580228,18.601418,1.4743996,31.869372931217832
5901273661567698560,223.472449432864,-50.98588728912203,1.4629295036656083,-6.954779774101438,-5.247629386056928,20.06982,,29.243703410837945
5901273661567704704,223.47059974215338,-50.98255753202786,0.7497556357249819,-9.189868608026465,-5.262160175766623,20.338453,,30.963854598214283
5901273661567709824,223.46486359639874,-50.98032712038219,0.8187569405852606,-8.611169927954501,-4.394564705650358,19.814917,2.3010712,30.24914163811489
5901273661567710080,223.46348178209195,-50.98061283876691,0.49801400055027795,-2.611009783738884,-3.71895278253361,19.148918,1.709547,30.662710391106472
5901273661567716480,223.45930856173536,-50.97927681428719,0.16973388851529075,-3.999279949362098,-3.792356706921349,19.579435,1.7059326,33.43059254452816
5901273661567716864,223.47834858119055,-50.97518720619407,0.2458240304864857,-5.229493278935753,-4.414495910998586,19.408537,1.6884842,32.45541523596479
5901273661567719424,223.47272608318474,-50.975102032660054,1.7043502986555066,-12.00786563051145,-9.350833790414558,19.84947,,28.69167583329208
5901273661567735168,223.4634034590028,-50.97196342951177,0.12642703315838463,-3.8051311102613745,-7.624711377416027,19.630566,2.1770859,34.12136591059455
5901273661567739136,223.4703033571819,-50.967700764091816,0.13886951257681135,-6.562111782468157,-2.5043322714398695,19.051056,1.6101017,33.33802135240793
5818074235184543104,251.23001296166254,-62.27639912032465,0.6445783750986028,-5.662697126520911,-5.121924999204076,20.24189,1.3464279,31.19551129704046
5818074235184597504,251.22282104962883,-62.26525678943487,0.4965370838058198,-2.160792497783421,-4.888086363948215,19.898245,1.6224537,31.418486411447702
5818074235186325376,251.21443655418648,-62.265000917318645,0.8044941101936336,-8.007222101753605,-6.071828392504099,20.572561,1.4449501,31.044946919437535
5818074235186331904,251.22318005803214,-62.26837528498343,0.9872004131930368,-4.740974703017968,-10.987170689985799,20.529604,1.6489849,30.557577315813415
5818074235186339072,251.23682040996405,-62.272138496502514,0.8608511991158898,-1.579808378709364,-6.783499241041109,20.393175,2.206152,30.718534681371395
5818074235191689984,251.22964567408823,-62.27965592887267,0.27317881698933716,-1.7838428453406276,-6.2243149535452,13.476002,1.5460567,26.293766639661563
5818074235191694208,251.23293782871696,-62.275669673281655,0.2399222046107556,-4.989501306058961,-1.8793203927769375,18.100319,1.3339558,31.199966691493593
5818074235191704320,251.21976333827226,-62.27447646918897,0.2308387795854815,-1.6487669770513294,-0.34849500066859923,17.510164,1.1402512,30.69362041294218
5818074235191719552,251.21252725919135,-62.26764524631486,0.301191808663979,-5.35450514304644,-5.529294110367052,19.556293,1.398859,32.16207770535717
5817707032649867264,254.4022921327385,-63.57553937775195,2.710671223131523,-8.837560362540405,-3.4555898503338365,20.686424,1.6228447,28.521040029030175
5817707032649869952,254.40229580645234,-63.58052285119799,0.5187464337477748,-6.934171933605818,-10.631594286906804,20.500517,2.0970764,31.92574127115813
5817707032649870976,254.41012896637807,-63.581397308566466,1.0997470799396138,-5.988301968496138,5.933072486890286,20.5663,2.112196,30.359835350941523
5817707032650107520,254.38952996653106,-63.577832516243845,4.317170798888865,-6.62394581824607,-10.355508170858295,20.835606,1.7729092,27.659609467067895
5817707032660060672,254.3944221913055,-63.58164633973914,0.0854946974344146,-4.447754968920757,-7.632358241365543,15.514574,1.4351673,30.854878152489754
5817707032660432768,254.38948044833057,-63.579720708944116,1.2479702542825681,-2.3563056096011747,-4.48965952197871,20.159887,1.2775745,29.678866144141583
5817707032663686784,254.39602624296842,-63.57741871029116,0.28014564767022404,-3.466196223732463,-2.359531026859202,19.357817,1.002491,32.12089729778154
5817707032663689728,254.38856551572837,-63.57032043948043,0.2980501154719813,-6.048642189005772,-6.862603646258505,17.719166,1.2375793,30.34771932989223
5817707062709845248,254.34774448885048,-63.60340396301868,0.4100677391538663,-6.136109819861638,-1.922296515015092,20.369831,1.3536854,32.305553066109375
5817707062709846656,254.353660618901,-63.60380162732213,0.1705866682282097,-3.7301386992694847,-3.672521139054032,17.141428,1.172018,30.98170255894763
5817707062709853696,254.3457454244155,-63.60126656869889,0.30854575442022303,-4.6055242603716575,-4.664825335124785,19.216475,1.2741051,31.769876658514818
5817707062709864704,254.34324606460322,-63.59977566730928,0.3996417513363081,-4.491656866545967,-7.724930991507339,18.530836,0.92928886,30.52248183786004
5817707062709875840,254.33275378893651,-63.59456476397119,0.32332968980623805,-4.7574385476567596,-5.502859890804791,19.644783,1.0039711,32.09655509196643
5901072584083408256,223.5704135049784,-51.32083319125314,0.3668824934657421,-7.789667414105102,-6.458356752785328,17.324572,1.6518288,29.501936664407964
5901072584083415168,223.5527923311707,-51.31632378598153,0.0680108461148631,-8.255072666153346,-2.692594795140817,18.883862,1.5255146,34.72097065231863
5901072584084509824,223.56667741685703,-51.317631737291435,0.38938090343939896,2.0419928299977586,-6.509062713915853,19.350283,2.6018333,31.39840942691029
5901072584084520576,223.57269210102152,-51.31280433695608,0.5586651711288272,-7.721019447904897,-3.1973528295851716,19.078968,1.7349052,30.34321006321229
5901072584084524928,223.56973394378744,-51.310685353424816,0.47532564637642255,-5.2184530815643315,-1.6310914964661083,18.821434,1.7893581,30.43647778373989
5901072584087228672,223.55801065480338,-51.320736765713384,0.5643399952918188,-10.620615522097758,-6.684418877844399,18.615269,1.6895542,29.857564556235126
5901072584087229440,223.5717171356002,-51.318404766828834,1.115174117424262,-7.20875450502751,-6.855721922642415,18.438122,1.4252911,28.20140838997584
