HIP,MAGNITUDE,RA_DEGREES,DEC_DEGREES,PARALLAX_MAS,RA_MAS_PER_YEAR,DEC_MAS_PER_YEAR,DISTANCE_PARSECS,ABS_MAG,COLOR_K_R,COLOR_K_G,COLOR_K_B,Dx,Dy,Dz,GLON,GLAT,RA_HOURS,EPOCH_YEAR,stereo_X,stereo_Y
32246.0,3.06,100.98581629367328,25.12799260171661,1.7e-05,-5.93,-12.81,259.0674,-4.007,1.0,0.881,0.848,-251.8843938025332,-42.33178565858492,43.33808745717801,189.54,9.63,6.732194446666667,2000.0,3.0,-3.41418e-05,0.2495947855
32177.0,6.18,100.77379582041613,3.0349608924914873,0.0,9.28,-9.25,194.5525,-0.265,1.0,0.666,0.419,-169.69077214448856,-95.1481486467307,-1.5959054974860658,209.28,-0.47000000000000003,6.71847222,2000.0,5.0,0.0021427155,0.4676004914
32007.0,6.16,100.3075962603217,-40.3453567020661,0.0,-5.68,10.64,355.8719,-1.596,0.403,0.54,1.0,-118.94559573691727,-314.7803853195486,-115.80182849366548,249.3,-18.99,6.687250000000001,2000.0,0.0,0.0094937697,1.0630618498
31966.0,6.71,100.2064617681981,-47.67738348929521,0.0,3.12,-14.13,241.5459,-0.20500000000000002,1.0,0.39,0.096,-51.81290367092124,-218.84276609017152,-88.13449126193623,256.68,-21.4,6.680361113333333,2000.0,6.0,0.011192929,1.2095205493
32489.0,5.34,101.7111249714215,57.16722697751425,0.0,13.9,-38.79,64.6831,1.286,1.0,0.89,0.869,-55.9001699134707,21.805805772562042,24.15742668134178,158.69,21.93,6.7804166666666665,2000.0,3.0,-0.0034458638,-0.0350300761
32249.0,4.49,100.99848674029238,13.226869984885797,7e-06,-2.29,-51.8,88.574,-0.247,1.0,0.89,0.869,-82.83106470455176,-30.64014121850334,6.749069715192559,200.3,4.37,6.733138886666667,2000.0,3.0,-0.0001753476,0.3632776217
32226.0,5.88,100.9072391364038,3.935376430358315,0.0,-0.6000000000000001,-2.88,877.193,-3.835,0.30000000000000004,0.449,1.0,-770.5993989095268,-419.0981768440224,0.9185941936348997,208.54,0.06,6.727416666666667,2000.0,0.0,0.0007120033,0.458061401
32311.0,5.42,101.18869978431451,28.972206605737636,0.0,-8.75,-23.65,145.9854,-0.402,1.0,0.6910000000000001,0.46,-142.28526599806492,-15.155676056263944,28.930011688512923,186.08,11.43,6.74597222,2000.0,5.0,-0.0016827073,0.2142384732
32144.0,6.26,100.695576617928,-22.44875521256934,0.0,-54.07,100.9,54.3183,2.585,1.0,0.922,0.9490000000000001,-32.53975276404134,-42.04082882655095,-11.1449951333191,232.26,-11.84,6.71272222,2000.0,3.0,0.003720898,0.7757536454
32091.0,6.28,100.56478051114539,-38.402231133614286,3e-06,-15.02,3.33,82.9187,1.687,0.727,0.777,1.0,-30.219752794316463,-72.77723829618917,-25.802149846865454,247.45,-18.13,6.704555553333334,2000.0,1.0,0.0057719252,1.0275829599
32480.0,5.24,101.68145210520385,43.57211705750429,6.8e-05,-0.28,165.49,16.7168,4.124,0.8270000000000001,0.839,1.0,-15.799828042598287,2.119374941261424,5.032403592983962,172.36,17.52,6.77897222,2000.0,2.0,-0.0044933435,0.0838167435
32362.0,3.35,101.32089096208404,12.894144525581678,5.4999999999999995e-05,-115.16,-190.91,17.9986,2.074,0.9390000000000001,0.907,1.0,-16.78034911018908,-6.354156680342441,1.41215388036719,200.74,4.5,6.754833333333334,2000.0,3.0,-0.0033161115,0.3665621094
32609.0,5.54,102.04700752016606,55.70170185737703,3.2e-05,57.71,-104.75,44.2674,2.31,0.974,0.926,1.0,-38.715949464595695,13.892818429730966,16.360548765044538,160.26,21.69,6.803416666666666,2000.0,3.0,-0.0052759598,-0.0222525209
32562.0,5.22,101.91234954973805,48.784128473591636,0.0,-5.25,6.4,110.4972,0.003,1.0,0.599,0.318,-101.61375404407687,22.974202824333034,36.83018057919704,167.26,19.47,6.794333333333333,2000.0,5.0,-0.0053905879,0.0381428154
32208.0,6.3,100.84975475939001,-39.19171824695946,0.0,-2.92,-15.13,135.5014,0.64,0.618,0.704,1.0,-47.573867924718776,-119.60861236656633,-42.321818727293426,248.31,-18.2,6.723138886666666,2000.0,1.0,0.0018585412,1.0418521285
32404.0,6.47,101.47278441373959,12.689764277477408,0.0,-2.18,-2.62,877.193,-3.245,0.602,0.6930000000000001,1.0,-816.4153520486498,-313.2290145640129,69.4342611650522,200.99,4.54,6.765055553333334,2000.0,0.0,-0.0048059061,0.368580348
32864.0,5.14,102.72808502675389,67.57322382097594,1e-05,0.93,4.58,283.2861,-2.121,0.403,0.54,1.0,-217.46705734475913,136.94631477142616,119.18389276050146,147.8,24.88,6.849194446666667,2000.0,0.0,-0.0059494224,-0.1265552556
32349.0,-1.44,101.29226193723434,-16.702496346602064,0.000375,-546.01,-1223.08,2.6371,1.454,0.34900000000000003,0.493,1.0,-1.7696109247339684,-1.9123445452424848,-0.4070772965218081,227.22,-8.88,6.7524722200000005,2000.0,0.0,-0.0038329538,0.698374937
32292.0,5.23,101.12116906926326,-31.07458769122637,0.0,-3.04,6.24,100000.0,-14.77,0.459,0.586,1.0,-47524.879782902244,-84102.65806992933,-25848.185762123438,240.53,-14.98,6.74122222,2000.0,0.0,-0.0018946728,0.9040659716
32322.0,6.43,101.21708638408205,-27.341173767006396,6.2e-05,-6.18,293.89,27.137,4.2620000000000005,0.8270000000000001,0.839,1.0,-14.364710855443594,-22.1450912629085,-6.298157190556195,237.03,-13.42,6.74775,2000.0,2.0,-0.0031590566,0.8465298113
32463.0,5.92,101.63173593068586,8.583317625175225,0.0,-4.99,-6.76,263.1579,-1.181,0.426,0.559,1.0,-238.73404226396556,-109.95687261525667,12.946951818452062,204.73,2.8200000000000003,6.775666666666667,2000.0,0.0,-0.00661298,0.409838305
32368.0,6.04,101.34668399844941,-23.46608051592803,0.0,-19.7,23.38,145.9854,0.218,1.0,0.64,0.378,-85.10529206688766,-114.84543323961552,-29.653882365969533,233.46,-11.72,6.75647222,2000.0,5.0,-0.0047877047,0.7900712594
32339.0,6.53,101.25766777746998,-30.583563312690533,0.0,-7.96,4.44,359.7122,-1.25,0.355,0.499,1.0,-173.40605424593826,-301.68420379166105,-91.15836967764534,240.11,-14.68,6.750666666666667,2000.0,0.0,-0.0038090757,0.8963068352
32411.0,5.3,101.49425701028628,-14.792791040778395,2.4e-05,-11.02,-17.63,130.039,-0.27,0.789,0.8160000000000001,1.0,-90.17475068484832,-91.9870244381637,-17.80570680815896,225.57,-7.87,6.76647222,2000.0,2.0,-0.0063581487,0.6738569283
32539.0,6.35,101.84553866162918,18.193752843721477,1.6e-05,-0.02,-43.08,176.6784,0.114,0.756,0.795,1.0,-168.28040201963287,-48.88997624834712,22.510742882161637,196.2,7.32,6.789861113333333,2000.0,2.0,-0.007919525,0.3149073061
32366.0,5.92,101.34804203065107,-31.78962853011895,5.1e-05,-204.91,-304.13,24.3784,3.985,0.893,0.879,1.0,-11.307533111806395,-20.64507678380528,-6.34246687623878,241.29,-15.08,6.756333333333333,2000.0,2.0,-0.0049921542,0.9154670544
32385.0,5.62,101.37641742354737,-30.950152874807856,4.9999999999999996e-06,-3.11,4.2,581.3953,-3.202,0.482,0.604,1.0,-276.8836616802546,-489.3902152152708,-147.82810966854439,240.5,-14.73,6.7586944466666665,2000.0,0.0,-0.0054510946,0.9020901042
32474.0,5.66,101.66710946638199,-10.110237102702733,0.0,-10.77,0.77,165.5629,-0.435,0.807,0.8280000000000001,1.0,-123.5513201490298,-109.00181304296243,-16.27113699742634,221.42,-5.64,6.7775,2000.0,2.0,-0.0081021346,0.6159896589
32533.0,4.77,101.83466812135526,8.035426468847575,1.3e-05,-23.34,-11.84,151.0574,-1.126,1.0,0.6910000000000001,0.46,-136.39982919442645,-64.50503189210765,7.24745135130006,205.31,2.75,6.788833333333333,2000.0,5.0,-0.0086495669,0.4154192247
32492.0,5.28,101.71079308093613,-14.42514692192627,0.0,-3.14,10.24,243.9024,-1.6560000000000001,0.352,0.496,1.0,-169.99409586604563,-171.96365288879002,-31.920059235368292,225.33,-7.52,6.780861113333333,2000.0,0.0,-0.0089824974,0.6691902255
31977.0,6.5,100.22785898532538,-71.7719115591311,0.0,22.13,-40.85,132.4503,0.89,1.0,0.613,0.338,25.659986939043694,-115.74472128980196,-59.05765432121539,282.5,-26.48,6.6827222200000005,2000.0,5.0,0.0094261727,1.9180879359
32578.0,4.48,101.96243787892075,2.40789744122514,1.7e-05,-12.97,-12.36,112.8668,-0.783,1.0,0.89,0.869,-97.36775384772483,-57.07964445847001,0.5909664825680675,210.38,0.30000000000000004,6.797666666666667,2000.0,3.0,-0.0105324051,0.4742415268
32418.0,6.62,101.51570645588976,-39.53600045693227,0.0,-8.79,7.69,346.0208,-1.076,0.459,0.586,1.0,-118.898439186958,-307.17436374832124,-106.00691226216932,248.84,-17.84,6.7675833333333335,2000.0,0.0,-0.0075549741,1.048131745
32558.0,5.08,101.90720141378773,-8.99964479563294,2e-06,-4.21,-0.61,432.9004,-3.102,1.0,0.359,0.074,-327.8155156159459,-280.27788314901494,-37.20285283575267,220.53,-4.93,6.793638886666667,2000.0,6.0,-0.0108777851,0.6026813888
32504.0,6.07,101.75827793552429,-21.01503557138749,0.0,-15.17,6.24,241.5459,-0.845,0.363,0.506,1.0,-148.37787046315495,-185.6038436984465,-43.35484480414902,231.36,-10.34,6.7837499999999995,2000.0,0.0,-0.0099515436,0.7558839665
32434.0,6.19,101.55270927794379,-37.77699289038301,0.0,-8.48,9.51,406.5041,-1.855,0.373,0.515,1.0,-150.93536724999583,-357.83663704734573,-120.07097657870965,247.13,-17.18,6.77002778,2000.0,0.0,-0.0080155207,1.0164239145
33104.0,5.11,103.43637156132769,68.89306846491232,2e-06,4.53,7.3,300.3003,-2.278,0.363,0.506,1.0,-226.03792708974134,150.06553455611387,128.71464965360616,146.42,25.38,6.895055553333333,2000.0,0.0,-0.0078350324,-0.1383426623
32740.0,5.72,102.42761318766236,32.605744813256436,0.0,-39.68,-50.71,127.551,0.192,1.0,0.666,0.419,-123.63648971448659,-6.760840571825083,30.619716635560426,183.13,13.89,6.828138886666666,2000.0,5.0,-0.0109581116,0.181193907
32375.0,6.5600000000000005,101.35652527960207,-52.20006462566489,0.0,2.19,2.71,666.6667,-2.56,1.0,0.853,0.782,-90.61738537500547,-611.4442238354344,-249.73774143082778,261.57,-22.0,6.75725,2000.0,3.0,-0.005527843,1.3116621755
32617.0,5.75,102.08421858903347,-1.316159371593135,0.0,-37.74,-34.33,39.984,2.741,0.602,0.6930000000000001,1.0,-33.23705503689942,-22.208290163004232,-0.9001536035190938,213.75,-1.29,6.80527778,2000.0,0.0,-0.0121430761,0.5146776847
32402.0,5.8100000000000005,101.47468953299085,-52.41077813465813,0.0,-3.55,9.14,395.2569,-2.174,1.0,0.666,0.419,-52.21042652833723,-362.76374256135233,-148.00187648209044,261.81,-21.99,6.764916666666666,2000.0,5.0,-0.0072017276,1.3166766327
32844.0,4.99,102.69024893464768,41.7835404051022,-3e-06,-23.94,-138.02,116.144,-0.335,1.0,0.666,0.419,-110.19541250920194,10.824172628181024,35.06047753300224,174.39,17.57,6.8460833333333335,2000.0,5.0,-0.0112528445,0.0994528143
32682.0,6.16,102.26732671876675,1.0021537721983351,0.0,-0.9500000000000001,-2.96,100000.0,-13.84,0.441,0.5720000000000001,1.0,-85016.78553906783,-52651.03275680358,-122.1730172465072,211.77,-0.07,6.817694446666667,2000.0,0.0,-0.0139145786,0.4893247901
32537.0,5.27,101.84743806453582,-37.932126336545394,0.0,-9.92,-10.57,99.4036,0.28300000000000003,0.355,0.499,1.0,-36.573205952618046,-87.73197946123135,-29.095980463312504,247.37,-17.02,6.789277780000001,2000.0,0.0,-0.0120728516,1.0191706376
32753.0,5.87,102.45395194135335,16.201303097653714,0.0,-14.94,-10.44,263.1579,-1.231,0.363,0.506,1.0,-248.06487744550043,-81.84753506928631,31.888523224520604,198.26,6.96,6.8305,2000.0,0.0,-0.0137748337,0.3340566327
33048.0,5.34,103.26251946222902,59.44904246886805,4.9999999999999996e-06,-10.84,-45.93,149.2537,-0.53,1.0,0.881,0.848,-125.73120770264553,54.56514447554357,59.08447665577875,156.54,23.32,6.8847499999999995,2000.0,3.0,-0.0101978662,-0.0551356767
32698.0,5.75,102.31681294827632,-2.275272990356191,0.0,-8.82,-4.33,176.0563,-0.47800000000000004,0.355,0.499,1.0,-144.6752178401186,-100.21523207737523,-4.6700505652558295,214.71,-1.52,6.82122222,2000.0,0.0,-0.0149040102,0.5252839809
32677.0,5.39,102.23882312123771,-15.14648462439209,4e-06,-0.56,-6.04,162.0746,-0.659,0.363,0.506,1.0,-111.22929612854226,-116.02936819998045,-20.818390019942008,226.21,-7.38,6.816055553333333,2000.0,0.0,-0.0155225119,0.6782985778
32494.0,5.39,101.71210975551895,-51.261675089574986,1.8e-05,-22.01,-89.56,252.5253,-1.6219999999999999,1.0,0.613,0.338,-38.085619753371276,-231.81386817171298,-92.63284099799205,260.67,-21.52,6.781333333333333,2000.0,5.0,-0.0107785973,1.2896189908
32477.0,6.45,101.68339474752133,-54.69557707866802,4e-06,-42.54,14.08,127.2265,0.927,1.0,0.863,0.804,-11.837534611922141,-116.94436703199565,-48.687473707797096,264.22,-22.5,6.778194446666666,2000.0,3.0,-0.0100959488,1.3726604716
32814.0,5.68,102.60557325065787,13.411329335800943,0.0,-1.8599999999999999,-7.55,540.5405,-2.984,1.0,0.666,0.419,-502.54611898519437,-191.30093818021865,55.09429629768423,200.84,5.85,6.840416666666667,2000.0,5.0,-0.0156193232,0.3613271045
32531.0,5.6,101.82313692982734,-55.545384230008146,0.0,-0.86,25.08,184.5018,-0.73,1.0,0.715,0.502,-14.4552805871675,-169.65730555876218,-71.05179615553058,265.13,-22.65,6.78852778,2000.0,5.0,-0.0123412837,1.3942717969
33694.0,4.55,105.01767508854994,76.97908998085455,2.3e-05,73.18,-13.88,56.338,0.796,1.0,0.6910000000000001,0.46,-37.085081742065256,33.92272733497731,25.454184849276174,137.55,26.86,7.001111113333334,2000.0,5.0,-0.008286872,-0.2112071924
32744.0,6.31,102.4362973545085,-24.074340420986935,2e-06,0.99,-13.59,245.7002,-0.642,0.807,0.8280000000000001,1.0,-140.19531132909574,-196.1842162406139,-47.17643754496477,234.45,-11.07,6.828888886666666,2000.0,2.0,-0.0189827448,0.7986567202
32921.0,5.28,102.88913902525826,21.766964305733964,1e-05,-6.11,-34.48,150.6024,-0.609,0.756,0.795,1.0,-144.3939756842315,-34.3462380302354,25.53034674719419,193.38,9.76,6.859166666666667,2000.0,2.0,-0.0166895702,0.2808157169
32851.0,5.78,102.70738161427289,-0.5364568014916449,3.6e-05,22.12,-187.07,29.6824,3.418,1.0,0.937,0.988,-24.79684002795832,-16.313271917395,-0.19685968854913846,213.34,-0.38,6.847194446666666,2000.0,3.0,-0.0189542368,0.506015857
32222.0,6.36,100.91492549044096,-73.11781587760197,0.0,12.43,-98.28,136.7989,0.68,1.0,0.881,0.848,29.677046414572786,-118.85137757573776,-60.889752879008434,284.02,-26.43,6.726888886666667,2000.0,3.0,0.0009373257,1.9742918609
33056.0,6.24,103.28592718367327,44.84054047700754,0.0,5.44,-58.41,92.6784,1.405,0.618,0.704,1.0,-86.65253200942581,12.903926751606308,30.23430497472386,171.53,19.04,6.885444446666667,2000.0,1.0,-0.0143233527,0.0724826611
32968.0,5.68,103.00479919145755,23.602232376824062,0.0,-39.29,-10.11,141.844,-0.079,1.0,0.715,0.502,-136.4890136850082,-28.364904119286578,26.189724962231452,191.74,10.64,6.866666666666666,2000.0,5.0,-0.0172866271,0.2635912397
32838.0,6.31,102.67713828366976,-8.045229172310913,0.0,-8.95,2.98,99.9001,1.312,0.34900000000000003,0.493,1.0,-76.3355224190759,-64.09852935850033,-6.655563920077011,220.02,-3.8200000000000003,6.845083333333333,2000.0,0.0,-0.019797581,0.5912912344
32809.0,5.77,102.59186395656269,-17.088342823779985,0.0,-6.8,1.27,363.6364,-2.033,1.0,0.666,0.419,-240.4323675875331,-268.15450227428306,-50.16842564048509,228.12,-7.93,6.839416666666667,2000.0,5.0,-0.0201049375,0.7032930284
32332.0,6.1,101.24449767584491,-70.43507258810146,0.0,-15.57,5.94,195.3125,-0.354,1.0,0.666,0.419,33.71194152213511,-172.30871189436183,-85.55808237895441,281.07,-25.98,6.748916666666667,2000.0,5.0,-0.0033349558,1.8646758362
32782.0,7.05,102.52143509616229,-27.33551676663741,0.0,-1.03,3.96,100000.0,-12.95,0.459,0.586,1.0,-52470.22574586039,-82393.48703296944,-21405.34290139601,237.51,-12.36,6.835,2000.0,0.0,-0.0205746019,0.8463657188
32759.0,3.5,102.46736452881038,-32.51099082809949,0.0,-9.18,4.04,202.0202,-3.027,0.482,0.604,1.0,-90.739009201908,-173.27297913490497,-50.54768163636028,242.36,-14.49,6.830694446666667,2000.0,0.0,-0.0202753533,0.9270451215
33041.0,6.1,103.25165306298885,38.86523160135829,0.0,-3.4,7.2,150.6024,0.211,1.0,0.922,0.9490000000000001,-143.94244738674547,6.5363882876636055,43.80559729334719,177.4,16.91,6.88375,2000.0,3.0,-0.0157164513,0.1251413894
33018.0,3.6,103.19996068446665,33.9676777143629,2.1e-05,-2.66,-47.67,57.971,-0.216,0.756,0.795,1.0,-55.952841749448545,-2.0516975672212845,15.023544130924135,182.1,15.02,6.879805553333333,2000.0,2.0,-0.0165121879,0.1688160255
33064.0,6.32,103.30261118301217,38.4384057480357,4.9999999999999996e-06,42.31,-178.92,69.541,2.109,0.9390000000000001,0.907,1.0,-66.52871883594327,2.520890512040315,20.087940712634314,177.83,16.79,6.887055553333334,2000.0,3.0,-0.0161698801,0.12891561
33044.0,6.03,103.26658590813116,35.78684126618972,0.0,-1.62,-5.44,293.2551,-1.306,1.0,0.666,0.419,-282.2108964381869,-1.8717209883083101,79.6998134759855,180.38,15.77,6.884277780000001,2000.0,5.0,-0.0165542282,0.1525189734
32931.0,6.37,102.91895624759314,3.0432292117784225,0.0,4.19,-29.65,105.042,1.263,0.772,0.806,1.0,-90.71035278617171,-52.9007142065546,2.639715485559055,210.25,1.44,6.860916666666666,2000.0,2.0,-0.0205471455,0.4673341162
32827.0,6.32,102.64892286267099,-25.778293032865424,0.0,-4.2,6.08,483.0918,-2.1,0.459,0.586,1.0,-263.8607861972905,-392.8143535713757,-97.22168669021322,236.11,-11.61,6.843583333333333,2000.0,0.0,-0.0220859952,0.8232861428
32810.0,5.74,102.59671246399415,-31.703988462530504,0.0,-1.7000000000000002,15.12,199.2032,-0.756,0.373,0.515,1.0,-91.78475022260565,-170.0359672189091,-48.42772314226604,241.64,-14.07,6.839805553333333,2000.0,0.0,-0.0220545893,0.9140197664
32771.0,6.54,102.48765848015154,-45.45487799949471,0.0,7.47,-59.96,196.0784,0.078,1.0,0.715,0.502,-48.04792694194525,-178.81785737644486,-64.51596350081826,254.96,-19.21,6.83272222,2000.0,5.0,-0.0217723391,1.1628167891
33133.0,6.46,103.4881715628668,38.50612720995925,0.0,-0.45,-27.72,229.3578,-0.343,0.807,0.8280000000000001,1.0,-219.23560483839464,8.345542818496787,66.86629873896051,177.82,16.95,6.899166666666667,2000.0,2.0,-0.0174130134,0.1282764664
32765.0,5.14,102.47947607436049,-46.6163950583045,4.9e-05,-0.56,374.38,25.2589,3.128,0.923,0.897,1.0,-5.708243491780609,-23.100517823745296,-8.473137655164717,256.12,-19.6,6.831833333333334,2000.0,3.0,-0.0216407739,1.1869489022
32855.0,4.99,102.72137375223599,-34.364752602460854,-1.3e-05,4.52,0.85,250.0,-2.0,1.0,0.653,0.398,-105.05245989004084,-217.40827867681548,-64.7890502618729,244.21,-15.02,6.8478888866666665,2000.0,5.0,-0.0240235269,0.9575693534
32607.0,3.24,102.04731156216434,-61.942697815138295,5.2e-05,-68.39,242.03,29.6033,0.883,0.618,0.704,1.0,0.9053767348596107,-27.00773284636862,-12.087929117808253,271.92,-24.1,6.803166666666667,2000.0,1.0,-0.0152360345,1.5727167937
33024.0,5.75,103.2103542401411,8.379979979438465,0.0,-32.9,-30.86,62.3053,1.7770000000000001,0.602,0.6930000000000001,1.0,-56.03436424551137,-26.87122272992276,4.4763624395528385,205.62,4.12,6.880388886666666,2000.0,0.0,-0.0224893918,0.4116915056
32990.0,6.3,103.09597321322963,-5.312603640963905,0.0,-22.04,-13.7,141.0437,0.553,1.0,0.89,0.869,-111.40870727721487,-86.3240580452669,-5.438957170932251,217.77,-2.21,6.87302778,2000.0,3.0,-0.0241529692,0.5594685775
32768.0,2.94,102.48661194761524,-50.61090003568129,0.0,34.23,-65.85,55.8036,-0.793,1.0,0.613,0.338,-8.911591662040687,-51.37873139343909,-19.870864787670527,260.16,-20.86,6.83227778,2000.0,5.0,-0.021880438,1.2745962355
32761.0,4.41,102.46718127936282,-53.618038891655125,2.4999999999999998e-05,-2.27,17.57,166.9449,-1.703,1.0,0.843,0.76,-18.250954959080495,-153.97130510861027,-61.88973648548567,263.24,-21.76,6.830916666666667,2000.0,3.0,-0.0216106524,1.345884875
33082.0,6.3,103.34662583449136,11.002872323992046,0.0,-0.45,-120.13,117.9245,0.9420000000000001,1.0,0.89,0.869,-107.79876547522537,-46.492410221061526,11.138655848166493,203.33,5.42,6.889583333333333,2000.0,3.0,-0.0232674968,0.3851324123
33271.0,6.31,103.81574712838488,45.83142642352869,0.0,-31.15,-73.84,137.741,0.615,1.0,0.89,0.869,-127.94756395812587,21.021012710377462,46.47710170408048,170.67,19.72,6.920888886666666,2000.0,3.0,-0.0173030342,0.0636867681
33269.0,6.16,103.81087594817257,43.91070177637422,0.0,1.6400000000000001,-6.97,310.559,-1.301,0.602,0.6930000000000001,1.0,-291.04674569261556,37.85202767230909,101.51801960160928,172.59,19.08,6.92075,2000.0,0.0,-0.0179208181,0.0805296722
32938.0,5.94,102.93117121523716,-36.22712488026077,0.0,-40.47,-59.14,55.2181,2.23,0.727,0.777,1.0,-21.583095432649092,-48.61336864337984,-14.830675921818763,246.06,-15.58,6.86175,2000.0,1.0,-0.0271285075,0.9892089143
31897.0,5.61,99.98791926487985,-80.8103237272783,0.0,-5.08,53.37,126.9036,0.093,0.7000000000000001,0.759,1.0,43.37157540103923,-104.19351780133864,-58.02707116832709,292.6,-27.21,6.667416666666667,2000.0,1.0,0.0088208825,2.3540184007
33449.0,4.35,104.32023963545578,58.422538642799914,1.4e-05,6.58,-123.53,54.6747,0.661,1.0,0.853,0.782,-46.37791758808626,18.954811212671338,21.888963250338467,157.77,23.6,6.954583333333333,2000.0,3.0,-0.0152900977,-0.0463538836
33444.0,6.03,104.29974082792825,57.55951175935773,0.0,13.15,15.61,247.5248,-0.9380000000000001,1.0,0.666,0.419,-211.6526651736893,82.60504875723674,98.22464995981768,158.68,23.38,6.953666666666667,2000.0,5.0,-0.0155887807,-0.0388127093
32775.0,6.11,102.51003684196235,-60.252488560413006,0.0,4.8,107.92,33.6247,3.477,0.9390000000000001,0.907,1.0,0.0968809331123534,-30.838057338833707,-13.402435739133525,270.18,-23.49,6.833638886666666,2000.0,3.0,-0.0219237739,1.5226555727
32918.0,6.42,102.88017698707063,-48.294925985590915,0.0,18.97,-10.41,207.4689,-0.165,1.0,0.653,0.398,-40.89508612374603,-190.758533613004,-70.58412181190485,257.9,-19.89,6.859111113333333,2000.0,5.0,-0.027643193,1.2228556334
33202.0,4.73,103.66478505447361,13.180315212278948,4.2999999999999995e-05,70.19,-77.79,25.6279,2.686,0.618,0.704,1.0,-23.681629728230853,-9.333216915649755,2.9766984782476458,201.51,6.67,6.910749999999999,2000.0,1.0,-0.0258071073,0.3633858325
33077.0,5.65,103.33346917508868,-19.03593286657675,0.0,-48.87,6.49,95.511,0.75,0.602,0.6930000000000001,1.0,-60.52004822039102,-72.63841796527052,-13.540129981067786,230.2,-8.15,6.888555553333333,2000.0,0.0,-0.0296879883,0.7288940045
33079.0,6.13,103.33973577973575,-18.933937341619803,0.0,-9.98,35.16,127.0648,0.61,0.727,0.777,1.0,-80.67569577984409,-96.5212778985608,-17.903586855902553,230.11,-8.1,6.889361113333334,2000.0,1.0,-0.0298202793,0.7275290064
33040.0,6.33,103.25176749427243,-26.953069526465065,0.0,-9.4,-65.27,279.3296,-0.901,1.0,0.506,0.20400000000000001,-147.29481533547224,-230.5843931092143,-56.214770887236305,237.43,-11.61,6.883361113333334,2000.0,6.0,-0.0301625699,0.8405573103
33377.0,5.85,104.1309192886884,46.273811905273355,0.0,-3.59,4.98,386.1004,-2.084,0.355,0.499,1.0,-357.46939606383415,61.10336287235108,132.49727847622933,170.3,20.07,6.942305553333333,2000.0,0.0,-0.0191005022,0.0597354162
33277.0,5.74,103.82456353523395,25.37274979185578,5.4999999999999995e-05,-35.75,25.14,17.2414,4.557,0.8270000000000001,0.839,1.0,-16.582808144192963,-3.0494986843100094,3.602347260784141,190.42,12.06,6.921833333333334,2000.0,2.0,-0.0238338519,0.2469406523
33154.0,6.39,103.53179169434156,-5.854098484251884,3e-06,-11.21,5.6,163.6661,0.32,0.7000000000000001,0.759,1.0,-128.0916454832004,-101.70631503304186,-5.911694259326105,218.45,-2.07,6.902361113333333,2000.0,1.0,-0.0293030659,0.5655966205
33092.0,4.82,103.38922202383782,-20.220164442304945,0.0,-5.14,4.07,373.1343,-3.039,0.512,0.627,1.0,-230.66415869133758,-287.91593392050794,-55.925546277073806,231.3,-8.62,6.89247222,2000.0,0.0,-0.0306707857,0.7448360945
33184.0,5.44,103.60325701605012,-1.1224370090351663,9e-06,14.01,-14.27,169.2047,-0.7020000000000001,0.727,0.777,1.0,-139.82914154032449,-95.27772798575745,0.4429763627082954,214.27,0.15,6.906833333333334,2000.0,1.0,-0.0289074994,0.5122721132
33415.0,5.88,104.24199741697362,46.70550171405185,0.0,-92.66,-76.25,107.1811,0.729,1.0,0.89,0.869,-98.97586000149512,17.648109107645645,37.14985301584751,169.89,20.28,6.9488888866666665,2000.0,3.0,-0.019533612,0.0559321767
33160.0,4.08,103.55213309247222,-12.03401599094323,2.2e-05,-139.04,-14.47,79.9361,-0.434,1.0,0.679,0.439,-57.314642770712915,-55.3094563618017,-6.758390654402852,223.98,-4.85,6.9031666666666665,2000.0,5.0,-0.0308888289,0.6391247397
33006.0,6.52,103.16998550327781,-42.50479628639191,0.0,-13.51,-7.71,114.4165,1.228,0.9390000000000001,0.907,1.0,-33.27905168789638,-103.77655345210269,-34.843466311594156,252.22,-17.73,6.877694446666666,2000.0,3.0,-0.0312172928,1.1039554603
33094.0,6.05,103.38537720123418,-28.53449269514566,4.2e-05,282.83,-441.94,25.8933,3.984,1.0,0.853,0.782,-13.055746431840086,-21.6855224759089,-5.454226337836084,238.95,-12.16,6.89275,2000.0,3.0,-0.0323231554,0.8643758236
33210.0,6.2,103.67228697621869,-1.7612932630937388,0.0,1.0,-0.14,100000.0,-13.8,0.426,0.559,1.0,-82045.0538558306,-57171.58072234543,-139.62629479142763,214.87,-0.08,6.911694446666667,2000.0,0.0,-0.0298741369,0.5193150162
33126.0,6.23,103.48587129638565,-24.538082614041176,0.0,-4.22,1.44,163.1321,0.167,0.34900000000000003,0.493,1.0,-91.36510544134008,-131.8987768496668,-29.44846725492888,235.29,-10.4,6.898694446666667,2000.0,0.0,-0.0327435653,0.8051575527
33015.0,6.47,103.19580998856145,-43.97169125716629,0.0,2.36,5.37,145.5604,0.655,0.355,0.499,1.0,-38.87290705708256,-132.6770537682007,-45.53599179200328,253.67,-18.23,6.8797500000000005,2000.0,0.0,-0.031802217,1.1327764482
33152.0,3.89,103.53175482568668,-24.181182790328663,2e-06,-3.46,5.02,100000.0,-16.11,1.0,0.64,0.378,-56477.50489891675,-80598.34197650477,-17725.65121599837,234.98,-10.21,6.902194446666667,2000.0,5.0,-0.0333580579,0.8000242246
