HIP,RA_Numpy,DEC_Numpy,RA_Astropy,DEC_Astropy,RA_Direct,DEC_Direct,RA_Percent_Diff_Numpy_Astropy,DEC_Percent_Diff_Numpy_Astropy,RA_Percent_Diff_Numpy_Direct,DEC_Percent_Diff_Numpy_Direct
51979.0,159.3114,-27.4108,159.3114,-27.4109,159.3071,-27.4125,0.0,-0.0002,0.0027,-0.0062
52009.0,159.3884,-13.3895,159.3883,-13.3895,159.3883,-13.3844,0.0,-0.0005,0.0,-0.0375
51912.0,159.0848,-59.5596,159.0847,-59.5597,159.0846,-59.5647,0.0001,-0.0001,0.0002,-0.0086
52136.0,159.7754,53.671,159.7755,53.6709,159.7738,53.6683,0.0,0.0001,0.001,0.0049
52098.0,159.6816,31.9747,159.6816,31.9746,159.68,31.9761,0.0,0.0002,0.001,0.0045
51986.0,159.3228,-48.2225,159.3227,-48.2226,159.3254,-48.2258,0.0001,-0.0001,0.0016,-0.0069
52139.0,159.7824,37.9129,159.7824,37.9128,159.7817,37.91,0.0,0.0002,0.0005,0.0077
51835.0,158.8399,-76.3077,158.8397,-76.3077,158.8533,-76.3092,0.0002,-0.0001,0.0085,-0.002
52085.0,159.6483,-16.8795,159.6483,-16.8796,159.6458,-16.8767,0.0,-0.0004,0.0016,-0.0171
52113.0,159.7089,-12.4483,159.7088,-12.4484,159.71,-12.4436,0.0,-0.0005,0.0007,-0.0378
52043.0,159.5139,-57.2515,159.5138,-57.2515,159.5104,-57.2564,0.0001,-0.0001,0.0022,-0.0086
51839.0,158.8681,-78.6049,158.8678,-78.6049,158.8671,-78.6078,0.0002,-0.0001,0.0006,-0.0037
52112.0,159.7115,-42.7597,159.7115,-42.7598,159.7096,-42.7536,0.0,-0.0002,0.0012,-0.0143
52338.0,160.4539,68.4441,160.454,68.4441,160.4512,68.4433,0.0001,0.0001,0.0017,0.0012
52102.0,159.6841,-59.1807,159.684,-59.1808,159.6879,-59.1831,0.0001,-0.0001,0.0024,-0.004
52353.0,160.4878,65.716,160.4879,65.7159,160.4858,65.7164,0.0,0.0001,0.0012,0.0006
52127.0,159.7415,-58.8194,159.7414,-58.8195,159.7475,-58.8169,0.0001,-0.0001,0.0037,-0.0042
52154.0,159.828,-55.6076,159.8279,-55.6077,159.8267,-55.6033,0.0001,-0.0001,0.0008,-0.0077
52425.0,160.7582,69.0761,160.7583,69.076,160.7671,69.0761,0.0001,0.0001,0.0055,0.0001
52316.0,160.3514,-1.7418,160.3513,-1.7419,160.3508,-1.7417,0.0,-0.0039,0.0003,-0.0072
52273.0,160.2103,-35.7426,160.2102,-35.7427,160.215,-35.7417,0.0,-0.0002,0.0029,-0.0026
52366.0,160.5477,31.6984,160.5477,31.6984,160.5471,31.6969,0.0,0.0002,0.0004,0.0047
52221.0,160.055,-65.099,160.0548,-65.0991,160.0471,-65.1006,0.0001,-0.0001,0.0049,-0.0024
52150.0,159.8355,-74.4933,159.8352,-74.4934,159.8192,-74.4936,0.0001,-0.0001,0.0102,-0.0004
52478.0,160.9349,57.1962,160.935,57.1962,160.9304,57.1992,0.0,0.0001,0.0028,0.0051
52308.0,160.3135,-59.677,160.3134,-59.6771,160.3233,-59.6769,0.0001,-0.0001,0.0062,-0.0001
52422.0,160.7633,26.3267,160.7633,26.3266,160.7575,26.3256,0.0,0.0003,0.0036,0.0042
52391.0,160.631,-13.9748,160.6309,-13.9748,160.6304,-13.975,0.0,-0.0005,0.0003,-0.0016
52469.0,160.8873,46.2078,160.8873,46.2077,160.8871,46.2039,0.0,0.0001,0.0001,0.0084
52457.0,160.8513,23.1877,160.8513,23.1876,160.8542,23.1883,0.0,0.0003,0.0018,0.0029
52452.0,160.8378,4.7479,160.8378,4.7479,160.8371,4.7478,0.0,0.0014,0.0004,0.0033
52407.0,160.6789,-32.7132,160.6789,-32.7133,160.68,-32.7158,0.0,-0.0002,0.0007,-0.0081
52577.0,161.26,67.4141,161.2601,67.414,161.2667,67.4114,0.0001,0.0001,0.0041,0.004
52370.0,160.5542,-64.4629,160.554,-64.4629,160.5583,-64.4664,0.0001,-0.0001,0.0026,-0.0055
52513.0,161.0614,19.7586,161.0614,19.7586,161.0604,19.7586,0.0,0.0003,0.0006,0.0001
52405.0,160.669,-59.2176,160.6689,-59.2177,160.6692,-59.2158,0.0001,-0.0001,0.0001,-0.003
52419.0,160.7457,-64.3939,160.7455,-64.394,160.7392,-64.3944,0.0001,-0.0001,0.004,-0.0008
52584.0,161.2894,2.4902,161.2894,2.4902,161.2892,2.4881,0.0,0.0027,0.0002,0.0875
52685.0,161.5888,57.3685,161.5889,57.3685,161.5938,57.3658,0.0,0.0001,0.003,0.0047
52638.0,161.4677,30.6817,161.4677,30.6816,161.4662,30.6822,0.0,0.0002,0.0009,0.0017
52487.0,160.9517,-64.2489,160.9515,-64.249,160.9633,-64.2489,0.0001,-0.0001,0.0073,-0.0
52502.0,161.0217,-63.9591,161.0216,-63.9592,161.0287,-63.9611,0.0001,-0.0001,0.0044,-0.0032
52660.0,161.5262,6.3775,161.5262,6.3774,161.5238,6.3731,0.0,0.0011,0.0015,0.0698
52686.0,161.5977,18.8899,161.5977,18.8899,161.6021,18.8914,0.0,0.0004,0.0027,0.0077
52689.0,161.6064,14.1972,161.6064,14.1971,161.6054,14.1947,0.0,0.0005,0.0006,0.0171
,161.2701,-59.6863,161.2699,-59.6864,161.265,-59.6842,0.0001,-0.0001,0.0031,-0.0036
52520.0,161.0869,-70.8633,161.0868,-70.8634,161.0808,-70.86,0.0001,-0.0001,0.0038,-0.0047
52537.0,161.1423,-70.8504,161.1422,-70.8505,161.1337,-70.855,0.0001,-0.0001,0.0053,-0.0065
52535.0,161.1292,-72.4412,161.129,-72.4412,161.1104,-72.4439,0.0001,-0.0001,0.0116,-0.0038
52737.0,161.7179,-17.295,161.7178,-17.295,161.7167,-17.2967,0.0,-0.0004,0.0007,-0.0098
52877.0,162.2063,65.1377,162.2063,65.1377,162.2083,65.1322,0.0,0.0001,0.0013,0.0085
52727.0,161.6951,-49.4237,161.695,-49.4238,161.6925,-49.42,0.0001,-0.0001,0.0016,-0.0076
52679.0,161.5761,-60.6017,161.576,-60.6017,161.57,-60.6033,0.0001,-0.0001,0.0038,-0.0028
52795.0,161.9114,-15.2606,161.9114,-15.2607,161.9083,-15.2619,0.0,-0.0005,0.0019,-0.0087
52678.0,161.5658,-64.514,161.5657,-64.5141,161.5688,-64.515,0.0001,-0.0001,0.0018,-0.0016
52701.0,161.6286,-64.2686,161.6284,-64.2687,161.6238,-64.2633,0.0001,-0.0001,0.003,-0.0082
52742.0,161.7355,-56.7566,161.7354,-56.7566,161.7396,-56.7572,0.0001,-0.0001,0.0025,-0.0011
52882.0,162.2366,29.4155,162.2366,29.4154,162.2383,29.4158,0.0,0.0002,0.0011,0.0011
52863.0,162.1677,-1.9573,162.1677,-1.9573,162.1692,-1.9589,0.0,-0.0035,0.0009,-0.0836
52841.0,162.0607,-31.6839,162.0606,-31.6839,162.0592,-31.6883,0.0,-0.0002,0.0009,-0.0141
52797.0,161.9071,-57.4689,161.907,-57.4689,161.9112,-57.4678,0.0001,-0.0001,0.0025,-0.0019
52911.0,162.3105,10.5448,162.3104,10.5447,162.3142,10.5453,0.0,0.0007,0.0023,0.0049
52827.0,162.0186,-59.9159,162.0185,-59.9159,162.0225,-59.9192,0.0001,-0.0001,0.0024,-0.0055
52913.0,162.3235,-4.0246,162.3235,-4.0247,162.3221,-4.0242,0.0,-0.0017,0.0009,-0.011
52959.0,162.4782,27.9729,162.4782,27.9728,162.4738,27.9739,0.0,0.0002,0.0027,0.0035
52595.0,161.3279,-80.4689,161.3275,-80.469,161.3154,-80.4697,0.0002,-0.0001,0.0077,-0.001
52943.0,162.4043,-16.1931,162.4042,-16.1932,162.4062,-16.1936,0.0,-0.0004,0.0012,-0.0029
52948.0,162.427,-9.8522,162.427,-9.8523,162.4312,-9.8528,0.0,-0.0007,0.0026,-0.0059
52633.0,161.4787,-80.5403,161.4784,-80.5404,161.445,-80.5403,0.0002,-0.0001,0.0209,-0.0001
53043.0,162.7946,56.5845,162.7946,56.5844,162.7962,56.5822,0.0,0.0001,0.001,0.004
53064.0,162.8537,59.3178,162.8537,59.3177,162.8488,59.32,0.0,0.0001,0.003,0.0037
52980.0,162.5728,-8.8982,162.5728,-8.8983,162.5754,-8.8978,0.0,-0.0008,0.0016,-0.005
52965.0,162.4916,-34.0616,162.4915,-34.0617,162.4875,-34.0581,0.0,-0.0002,0.0025,-0.0105
52922.0,162.346,-59.3268,162.3459,-59.3269,162.3504,-59.3236,0.0001,-0.0001,0.0027,-0.0054
53035.0,162.7728,-3.0977,162.7727,-3.0977,162.7725,-3.0925,0.0,-0.0022,0.0002,-0.1667
53155.0,163.1304,52.5647,163.1304,52.5646,163.1283,52.5653,0.0,0.0001,0.0013,0.0011
53157.0,163.1385,52.5051,163.1385,52.5051,163.1329,52.5036,0.0,0.0001,0.0034,0.0029
53257.0,163.386,69.8572,163.3861,69.8572,163.3779,69.8539,0.0001,0.0001,0.005,0.0048
53141.0,163.0555,1.0274,163.0554,1.0274,163.0571,1.0253,0.0,0.0068,0.001,0.2106
53261.0,163.3975,54.5872,163.3975,54.5871,163.3937,54.585,0.0,0.0001,0.0023,0.004
53229.0,163.3241,34.22,163.3241,34.2199,163.3279,34.215,0.0,0.0002,0.0024,0.0146
53295.0,163.4895,43.1898,163.4895,43.1898,163.4946,43.19,0.0,0.0002,0.0031,0.0004
53240.0,163.3574,-2.251,163.3573,-2.251,163.3538,-2.2553,0.0,-0.0031,0.0022,-0.1919
53154.0,163.135,-57.2425,163.1349,-57.2426,163.1288,-57.2406,0.0001,-0.0001,0.0038,-0.0035
53252.0,163.3718,-20.1318,163.3717,-20.1318,163.3729,-20.1389,0.0,-0.0003,0.0007,-0.0353
53259.0,163.3833,-15.4444,163.3832,-15.4445,163.3871,-15.4456,0.0,-0.0005,0.0023,-0.0074
53273.0,163.4318,-2.1295,163.4317,-2.1296,163.4321,-2.1292,0.0,-0.0033,0.0002,-0.0153
53355.0,163.6795,25.493,163.6795,25.4929,163.6758,25.4908,0.0,0.0003,0.0023,0.0083
53316.0,163.5757,-13.7533,163.5757,-13.7534,163.5742,-13.7581,0.0,-0.0005,0.001,-0.0347
53377.0,163.7455,34.0362,163.7455,34.0361,163.7425,34.0347,0.0,0.0002,0.0018,0.0043
53253.0,163.371,-58.8514,163.3709,-58.8515,163.3733,-58.8533,0.0001,-0.0001,0.0014,-0.0032
53426.0,163.9334,33.5083,163.9334,33.5082,163.935,33.5069,0.0,0.0002,0.001,0.0039
53417.0,163.9034,24.7518,163.9034,24.7517,163.9033,24.7497,0.0,0.0003,0.0,0.0084
,163.9044,24.7475,163.9043,24.7474,163.9054,24.7489,0.0,0.0003,0.0006,0.0056
53387.0,163.8023,-20.6662,163.8022,-20.6662,163.7983,-20.665,0.0,-0.0003,0.0024,-0.0057
53272.0,163.4315,-70.7226,163.4313,-70.7227,163.425,-70.7203,0.0001,-0.0001,0.004,-0.0033
53379.0,163.7514,-42.2549,163.7514,-42.255,163.7542,-42.2511,0.0,-0.0002,0.0017,-0.009
53334.0,163.6233,-61.824,163.6232,-61.8241,163.6233,-61.8267,0.0001,-0.0001,0.0,-0.0043
53449.0,164.0087,6.1873,164.0086,6.1873,164.0062,6.1853,0.0,0.0011,0.0015,0.0331
53151.0,163.1297,-79.5573,163.1295,-79.5573,163.1146,-79.5594,0.0002,-0.0001,0.0093,-0.0027
53472.0,164.0689,22.3522,164.0689,22.3521,164.0704,22.3517,0.0,0.0003,0.0009,0.0023
53394.0,163.8233,-60.5166,163.8232,-60.5167,163.8217,-60.5169,0.0001,-0.0001,0.001,-0.0006
53761.0,164.9904,77.7655,164.9905,77.7654,164.9867,77.77,0.0001,0.0001,0.0022,0.0058
53502.0,164.172,-37.138,164.1719,-37.1381,164.1796,-37.1378,0.0,-0.0002,0.0046,-0.0007
53530.0,164.2836,-50.7705,164.2835,-50.7706,164.2829,-50.765,0.0001,-0.0001,0.0004,-0.0108
53706.0,164.8283,51.8816,164.8283,51.8815,164.8246,51.8822,0.0,0.0001,0.0023,0.0012
53589.0,164.4538,-59.7359,164.4537,-59.736,164.4517,-59.7319,0.0001,-0.0001,0.0013,-0.0066
53721.0,164.8682,40.431,164.8682,40.4309,164.8667,40.4303,0.0,0.0002,0.0009,0.0018
53726.0,164.8905,36.0949,164.8905,36.0949,164.8867,36.0931,0.0,0.0002,0.0023,0.0052
53546.0,164.3181,-75.0955,164.3179,-75.0955,164.3154,-75.0997,0.0001,-0.0001,0.0016,-0.0057
53737.0,164.9219,11.7053,164.9219,11.7053,164.9212,11.7058,0.0,0.0006,0.0004,0.0044
53699.0,164.8013,-33.7377,164.8012,-33.7377,164.8079,-33.7372,0.0,-0.0002,0.004,-0.0014
53723.0,164.8792,-16.3519,164.8791,-16.352,164.8788,-16.3539,0.0,-0.0004,0.0003,-0.0119
53860.0,165.2726,63.4194,165.2726,63.4193,165.2742,63.4211,0.0,0.0001,0.001,0.0028
53740.0,164.9494,-18.3025,164.9493,-18.3025,164.9438,-18.2989,0.0,-0.0004,0.0034,-0.0195
53701.0,164.8205,-61.3189,164.8204,-61.319,164.8083,-61.3203,0.0001,-0.0001,0.0074,-0.0023
53762.0,165.0066,-43.8062,165.0066,-43.8063,164.9975,-43.8072,0.0,-0.0002,0.0055,-0.0022
53910.0,165.4522,56.3838,165.4522,56.3837,165.4604,56.3825,0.0,0.0001,0.005,0.0023
53907.0,165.4589,-2.4854,165.4588,-2.4855,165.4571,-2.4847,0.0,-0.0029,0.0011,-0.0291
53954.0,165.5848,20.1822,165.5848,20.1821,165.5825,20.1797,0.0,0.0004,0.0014,0.0122
54061.0,165.9325,61.7495,165.9326,61.7494,165.9321,61.7508,0.0,0.0001,0.0003,0.0021
53963.0,165.6011,-26.8321,165.601,-26.8322,165.6017,-26.8314,0.0,-0.0003,0.0003,-0.0028
53700.0,164.8069,-81.5609,164.8066,-81.561,164.8037,-81.5561,0.0002,-0.0001,0.0019,-0.0059
54029.0,165.8177,-11.3,165.8177,-11.3,165.8121,-11.3036,0.0,-0.0006,0.0034,-0.0322
54030.0,165.8143,-31.9604,165.8143,-31.9605,165.8171,-31.9608,0.0,-0.0002,0.0017,-0.0014
54048.0,165.9041,-13.4372,165.904,-13.4372,165.9021,-13.4344,0.0,-0.0005,0.0012,-0.0202
54136.0,166.1259,38.2421,166.1259,38.242,166.13,38.2414,0.0,0.0002,0.0025,0.0018
54182.0,166.2578,7.3375,166.2577,7.3374,166.2542,7.3361,0.0,0.001,0.0022,0.0184
54137.0,166.134,-47.6824,166.1339,-47.6824,166.13,-47.6792,0.0,-0.0002,0.0024,-0.0067
53702.0,164.8435,-84.5944,164.843,-84.5945,164.8075,-84.5939,0.0003,-0.0001,0.0218,-0.0006
54173.0,166.2228,-35.8005,166.2227,-35.8005,166.2258,-35.8047,0.0,-0.0002,0.0018,-0.0119
54204.0,166.3415,-27.291,166.3415,-27.2911,166.3329,-27.2936,0.0,-0.0003,0.0052,-0.0096
54214.0,166.3951,-11.0884,166.395,-11.0885,166.3917,-11.0889,0.0,-0.0007,0.002,-0.0041
54185.0,166.2664,-49.3958,166.2663,-49.3959,166.2675,-49.3925,0.0,-0.0001,0.0007,-0.0067
54255.0,166.4851,-27.2892,166.4851,-27.2892,166.49,-27.2878,0.0,-0.0003,0.0029,-0.0051
54264.0,166.5201,-51.2141,166.52,-51.2142,166.5242,-51.2125,0.0001,-0.0001,0.0025,-0.0031
54336.0,166.7309,1.9533,166.7309,1.9532,166.7258,1.9556,0.0,0.0037,0.003,0.1165
54311.0,166.6665,-28.727,166.6664,-28.7271,166.6612,-28.7278,0.0,-0.0003,0.0031,-0.0027
54291.0,166.6128,-50.9559,166.6127,-50.956,166.6142,-50.9567,0.0001,-0.0001,0.0008,-0.0015
54388.0,166.9178,23.3255,166.9178,23.3254,166.9154,23.3236,0.0,0.0003,0.0014,0.008
54294.0,166.6211,-58.6766,166.6209,-58.6767,166.6221,-58.6753,0.0001,-0.0001,0.0006,-0.0022
54349.0,166.7839,-32.5856,166.7838,-32.5857,166.785,-32.5872,0.0,-0.0002,0.0007,-0.0049
54301.0,166.6353,-62.4214,166.6352,-62.4214,166.635,-62.4242,0.0001,-0.0001,0.0002,-0.0045
54289.0,166.5986,-64.8408,166.5985,-64.8408,166.6008,-64.8397,0.0001,-0.0001,0.0013,-0.0016
54360.0,166.8202,-42.6422,166.8201,-42.6423,166.8192,-42.6386,0.0,-0.0002,0.0006,-0.0085
54400.0,166.9876,-30.1704,166.9876,-30.1705,166.9767,-30.1747,0.0,-0.0002,0.0066,-0.0144
54327.0,166.7091,-70.8813,166.7089,-70.8814,166.7079,-70.8781,0.0001,-0.0001,0.0007,-0.0046
54540.0,167.4228,67.2098,167.4229,67.2097,167.4163,67.2103,0.0,0.0001,0.0039,0.0008
54430.0,167.0663,-29.97,167.0663,-29.97,167.0658,-29.9728,0.0,-0.0002,0.0003,-0.0094
54487.0,167.2058,24.658,167.2058,24.6579,167.2046,24.6583,0.0,0.0003,0.0007,0.0014
54522.0,167.3363,36.3098,167.3363,36.3097,167.3296,36.3094,0.0,0.0002,0.004,0.0009
54477.0,167.1861,-28.0832,167.1861,-28.0833,167.1829,-28.0806,0.0,-0.0003,0.0019,-0.0095
54539.0,167.4166,44.5002,167.4166,44.5002,167.4158,44.4986,0.0,0.0002,0.0004,0.0036
54537.0,167.4126,43.2063,167.4126,43.2062,167.4104,43.2075,0.0,0.0002,0.0013,0.0029
54463.0,167.1511,-58.9774,167.151,-58.9774,167.1475,-58.975,0.0001,-0.0001,0.0021,-0.004
54461.0,167.1374,-61.945,167.1373,-61.9451,167.1417,-61.9472,0.0001,-0.0001,0.0026,-0.0036
54561.0,167.4761,-32.3644,167.4761,-32.3645,167.4725,-32.3675,0.0,-0.0002,0.0022,-0.0094
54721.0,168.0426,68.2751,168.0427,68.275,168.0458,68.2719,0.0,0.0001,0.0019,0.0046
54688.0,167.9372,14.4033,167.9372,14.4032,167.9321,14.4003,0.0,0.0005,0.0031,0.0209
54630.0,167.7349,-58.4534,167.7348,-58.4535,167.7279,-58.4553,0.0001,-0.0001,0.0042,-0.0031
54682.0,167.9157,-22.8295,167.9157,-22.8296,167.9146,-22.8258,0.0,-0.0003,0.0007,-0.0162
54765.0,168.1843,54.8977,168.1844,54.8976,168.1854,54.8942,0.0,0.0001,0.0006,0.0064
54745.0,168.1409,35.8141,168.1409,35.814,168.1342,35.8136,0.0,0.0002,0.004,0.0013
54725.0,168.0585,-32.4374,168.0584,-32.4375,168.0617,-32.4339,0.0,-0.0002,0.0019,-0.0108
54749.0,168.1475,-21.7482,168.1475,-21.7483,168.1442,-21.7492,0.0,-0.0003,0.002,-0.0045
54673.0,167.8753,-71.4318,167.8751,-71.4319,167.8729,-71.4364,0.0001,-0.0001,0.0014,-0.0064
54746.0,168.1449,-49.1025,168.1449,-49.1026,168.1379,-49.1011,0.0,-0.0001,0.0042,-0.0029
54842.0,168.4138,41.091,168.4138,41.0909,168.4175,41.0886,0.0,0.0002,0.0022,0.0058
54751.0,168.158,-60.3205,168.1579,-60.3205,168.15,-60.3175,0.0001,-0.0001,0.0047,-0.0049
54783.0,168.24,-49.7325,168.2399,-49.7326,168.2371,-49.7364,0.0,-0.0001,0.0017,-0.0078
54811.0,168.311,-44.3697,168.3109,-44.3698,168.3112,-44.3722,0.0,-0.0002,0.0002,-0.0056
54767.0,168.1963,-64.1734,168.1962,-64.1735,168.1883,-64.1697,0.0001,-0.0001,0.0047,-0.0057
54872.0,168.5283,20.5278,168.5283,20.5277,168.5271,20.5236,0.0,0.0004,0.0007,0.0205
54863.0,168.5058,8.0608,168.5057,8.0607,168.5075,8.0606,0.0,0.0009,0.001,0.003
54879.0,168.564,15.4331,168.564,15.433,168.56,15.4294,0.0,0.0005,0.0024,0.0236
54840.0,168.4052,-53.2347,168.4051,-53.2348,168.4138,-53.2317,0.0001,-0.0001,0.0051,-0.0058
54829.0,168.3718,-59.6203,168.3717,-59.6204,168.3783,-59.6194,0.0001,-0.0001,0.0039,-0.0014
54951.0,168.7999,23.0937,168.7999,23.0936,168.8008,23.0956,0.0,0.0003,0.0006,0.008
55044.0,169.0159,52.7726,169.0159,52.7725,169.0167,52.7731,0.0,0.0001,0.0005,0.0008
54929.0,168.7188,-43.7334,168.7187,-43.7335,168.725,-43.7342,0.0,-0.0002,0.0037,-0.0018
55016.0,168.9618,13.307,168.9618,13.3069,168.9662,13.3075,0.0,0.0006,0.0026,0.0036
55033.0,168.9886,12.8436,168.9886,12.8435,168.9908,12.8447,0.0,0.0006,0.0013,0.0086
55086.0,169.1805,49.4734,169.1805,49.4733,169.1746,49.4764,0.0,0.0002,0.0035,0.0061
55084.0,169.1628,-3.6536,169.1628,-3.6537,169.1654,-3.6517,0.0,-0.002,0.0015,-0.0536
55106.0,169.247,-7.1342,169.2469,-7.1342,169.2425,-7.1347,0.0,-0.001,0.0026,-0.008
55068.0,169.1138,-45.8838,169.1137,-45.8839,169.1154,-45.88,0.0,-0.0002,0.001,-0.0083
55164.0,169.4126,-34.7342,169.4126,-34.7343,169.4133,-34.7372,0.0,-0.0002,0.0004,-0.0086
,169.5512,31.5384,169.5512,31.5383,169.5454,31.5292,0.0,0.0002,0.0034,0.0293
,169.5512,31.5384,169.5512,31.5383,169.5458,31.5292,0.0,0.0002,0.0032,0.0293
55168.0,169.4262,-36.5382,169.4261,-36.5383,169.4292,-36.5344,0.0,-0.0002,0.0018,-0.0104
55219.0,169.6183,33.0935,169.6183,33.0935,169.6196,33.0942,0.0,0.0002,0.0008,0.0019
55209.0,169.5891,11.9877,169.5891,11.9876,169.5875,11.9847,0.0,0.0006,0.001,0.0245
55140.0,169.3367,-67.8241,169.3366,-67.8242,169.3292,-67.8236,0.0001,-0.0001,0.0045,-0.0007
55266.0,169.7863,38.1862,169.7862,38.1861,169.7829,38.1856,0.0,0.0002,0.002,0.0016
55249.0,169.7296,1.6551,169.7295,1.655,169.7292,1.6506,0.0,0.0045,0.0002,0.275
55282.0,169.8381,-14.7766,169.8381,-14.7766,169.8354,-14.7786,0.0,-0.0005,0.0016,-0.0138
55412.0,170.2184,67.1042,170.2185,67.1041,170.2242,67.1006,0.0,0.0001,0.0034,0.0054
55280.0,169.8323,-64.5861,169.8321,-64.5862,169.8188,-64.5825,0.0001,-0.0001,0.008,-0.0056
55225.0,169.6519,-79.667,169.6516,-79.667,169.6429,-79.6686,0.0001,-0.0001,0.0053,-0.0021
55434.0,170.285,6.03,170.285,6.0299,170.2842,6.0294,0.0,0.0012,0.0005,0.009
55308.0,169.8977,-75.139,169.8975,-75.1391,169.9012,-75.1425,0.0001,-0.0001,0.0021,-0.0047
55485.0,170.4624,57.0733,170.4624,57.0733,170.4554,57.075,0.0,0.0001,0.0041,0.0029
55350.0,170.0289,-71.999,170.0288,-71.999,170.0163,-71.9944,0.0001,-0.0001,0.0075,-0.0063
55425.0,170.261,-54.4891,170.261,-54.4892,170.2517,-54.4911,0.0001,-0.0001,0.0055,-0.0037
55564.0,170.7073,64.3294,170.7073,64.3293,170.7138,64.3306,0.0,0.0001,0.0038,0.0018
55560.0,170.7131,43.4806,170.7131,43.4806,170.7067,43.4828,0.0,0.0002,0.0038,0.0049
55528.0,170.6007,-44.6473,170.6006,-44.6474,170.5962,-44.6458,0.0,-0.0002,0.0026,-0.0032
55598.0,170.8406,-18.7819,170.8406,-18.782,170.8412,-18.78,0.0,-0.0004,0.0004,-0.01
55588.0,170.8072,-36.167,170.8071,-36.1671,170.8029,-36.1647,0.0,-0.0002,0.0025,-0.0064
55497.0,170.498,-77.6092,170.4978,-77.6092,170.4879,-77.6083,0.0001,-0.0001,0.0059,-0.0011
55581.0,170.7871,-56.7758,170.787,-56.7759,170.7838,-56.7794,0.0001,-0.0001,0.002,-0.0064
55642.0,170.9826,10.5308,170.9826,10.5308,170.9812,10.5292,0.0,0.0007,0.0008,0.0158
55650.0,171.0115,1.4123,171.0114,1.4122,171.0096,1.4078,0.0,0.0053,0.0011,0.32
,170.8384,-64.9548,170.8383,-64.9549,170.8408,-64.955,0.0001,-0.0001,0.0014,-0.0003
55687.0,171.155,-10.8557,171.1549,-10.8557,171.1525,-10.8594,0.0,-0.0007,0.0015,-0.0349
55667.0,171.0923,-42.6674,171.0923,-42.6675,171.0921,-42.6692,0.0,-0.0002,0.0001,-0.0041
55716.0,171.2469,11.4319,171.2469,11.4318,171.2454,11.4303,0.0,0.0007,0.0009,0.0139
55705.0,171.2249,-17.6816,171.2248,-17.6817,171.2204,-17.6839,0.0,-0.0004,0.0026,-0.0127
55657.0,171.0569,-72.2528,171.0568,-72.2529,171.0462,-72.2567,0.0001,-0.0001,0.0062,-0.0053
55797.0,171.4895,55.8466,171.4895,55.8465,171.4879,55.8506,0.0,0.0001,0.0009,0.0071
55765.0,171.4018,16.4569,171.4017,16.4568,171.4017,16.4564,0.0,0.0005,0.0001,0.0031
55756.0,171.3784,-36.0664,171.3784,-36.0665,171.3725,-36.0631,0.0,-0.0002,0.0034,-0.0092
55791.0,171.4581,3.86,171.4581,3.86,171.4583,3.86,0.0,0.002,0.0001,0.0013
55763.0,171.3847,-37.7467,171.3846,-37.7468,171.3879,-37.7478,0.0,-0.0002,0.0019,-0.0028
55821.0,171.6028,33.4516,171.6028,33.4515,171.6063,33.4506,0.0,0.0002,0.002,0.003
55779.0,171.4364,-63.975,171.4363,-63.975,171.43,-63.9728,0.0001,-0.0001,0.0037,-0.0034
55831.0,171.6567,-61.1139,171.6566,-61.114,171.6471,-61.1153,0.0001,-0.0001,0.0056,-0.0023
55874.0,171.7919,-12.3624,171.7918,-12.3625,171.7896,-12.3567,0.0,-0.0006,0.0013,-0.0462
55849.0,171.7032,-53.1568,171.7031,-53.1569,171.6971,-53.16,0.0,-0.0001,0.0036,-0.0059
55945.0,171.9871,2.8571,171.9871,2.857,171.9842,2.8561,0.0,0.0027,0.0017,0.0337
55953.0,171.9976,-35.326,171.9975,-35.3261,171.9937,-35.3286,0.0,-0.0002,0.0022,-0.0074
56035.0,172.2732,61.7756,172.2733,61.7755,172.2692,61.7783,0.0,0.0001,0.0024,0.0044
56034.0,172.265,39.3375,172.265,39.3374,172.2675,39.3369,0.0,0.0002,0.0014,0.0014
56000.0,172.1518,-42.6709,172.1517,-42.671,172.1462,-42.6742,0.0,-0.0002,0.0032,-0.0076
56083.0,172.4393,56.7344,172.4394,56.7343,172.4312,56.7375,0.0,0.0001,0.0047,0.0055
55979.0,172.0714,-72.4763,172.0712,-72.4764,172.0758,-72.4744,0.0001,-0.0001,0.0026,-0.0026
56080.0,172.4279,15.4174,172.4279,15.4174,172.4246,15.4133,0.0,0.0005,0.0019,0.0267
56120.0,172.55,54.3636,172.55,54.3636,172.5538,54.3617,0.0,0.0001,0.0022,0.0036
56078.0,172.4149,-24.4596,172.4149,-24.4597,172.4108,-24.4633,0.0,-0.0003,0.0024,-0.0151
56253.0,172.9815,81.1315,172.9816,81.1314,172.96,81.1272,0.0001,0.0001,0.0124,0.0053
56135.0,172.6017,46.6592,172.6017,46.6591,172.6042,46.6575,0.0,0.0002,0.0014,0.0035
56148.0,172.6348,43.1679,172.6348,43.1678,172.6296,43.1733,0.0,0.0002,0.003,0.0126
56146.0,172.6202,18.4096,172.6201,18.4095,172.6208,18.4097,0.0,0.0004,0.0004,0.0006
56211.0,172.8485,69.3354,172.8486,69.3353,172.8508,69.3311,0.0,0.0001,0.0013,0.0062
56170.0,172.7185,47.9327,172.7185,47.9326,172.7204,47.9292,0.0,0.0002,0.0011,0.0073
56194.0,172.789,48.7915,172.789,48.7914,172.7925,48.7892,0.0,0.0002,0.002,0.0048
