HIP,RA_Numpy,DEC_Numpy,RA_Astropy,DEC_Astropy,RA_Direct,DEC_Direct,RA_Percent_Diff_Numpy_Astropy,DEC_Percent_Diff_Numpy_Astropy,RA_Percent_Diff_Numpy_Direct,DEC_Percent_Diff_Numpy_Direct
16369.0,52.7167,12.9324,52.7166,12.9325,52.7183,12.9367,0.0,0.0005,0.0032,0.0328
16358.0,52.6921,6.1919,52.692,6.192,52.6892,6.1886,0.0001,0.0011,0.0055,0.0538
16587.0,53.3868,58.7638,53.3868,58.7639,53.3837,58.765,0.0001,0.0001,0.0057,0.0021
16499.0,53.1128,46.0607,53.1128,46.0608,53.1096,46.0569,0.0,0.0001,0.006,0.0081
16341.0,52.6511,-5.0775,52.6511,-5.0774,52.6546,-5.0753,0.0001,-0.0013,0.0066,-0.0428
16602.0,53.4158,57.8701,53.4158,57.8701,53.4217,57.8689,0.0001,0.0001,0.011,0.002
16516.0,53.1641,44.8543,53.1641,44.8544,53.1629,44.8556,0.0,0.0002,0.0022,0.0028
16599.0,53.4089,54.979,53.4089,54.9791,53.4125,54.9747,0.0001,0.0001,0.0068,0.0079
16518.0,53.1732,35.4621,53.1732,35.4621,53.1667,35.4617,0.0,0.0002,0.0122,0.0011
16285.0,52.4798,-42.6319,52.4797,-42.6318,52.4792,-42.6342,0.0001,-0.0002,0.0012,-0.0054
16310.0,52.5624,-41.3693,52.5624,-41.3692,52.5567,-41.37,0.0001,-0.0002,0.011,-0.0018
16712.0,53.7579,60.0421,53.7579,60.0422,53.7533,60.0411,0.0001,0.0001,0.0085,0.0017
16591.0,53.3903,39.8978,53.3903,39.8978,53.3962,39.8994,0.0,0.0002,0.0112,0.0042
16511.0,53.1479,9.3762,53.1479,9.3763,53.15,9.3736,0.0,0.0007,0.0039,0.028
17056.0,54.8398,75.7416,54.84,75.7417,54.8533,75.7397,0.0003,0.0001,0.0247,0.0025
16339.0,52.6473,-47.376,52.6472,-47.376,52.6542,-47.3753,0.0002,-0.0001,0.0131,-0.0016
16449.0,52.9743,-25.6134,52.9742,-25.6133,52.9746,-25.6142,0.0001,-0.0003,0.0006,-0.003
16245.0,52.3294,-62.9406,52.3293,-62.9405,52.3446,-62.9375,0.0002,-0.0001,0.029,-0.0049
16537.0,53.2479,-9.4615,53.2478,-9.4614,53.2325,-9.4583,0.0001,-0.0007,0.0289,-0.0331
16641.0,53.5311,17.8396,53.5311,17.8396,53.5346,17.8328,0.0,0.0004,0.0065,0.0381
16664.0,53.6084,24.4672,53.6084,24.4672,53.6108,24.4644,0.0,0.0003,0.0046,0.0111
16826.0,54.1187,48.194,54.1187,48.1941,54.1225,48.1928,0.0,0.0001,0.007,0.0026
16611.0,53.4516,-21.6314,53.4515,-21.6314,53.4471,-21.6328,0.0001,-0.0003,0.0084,-0.0061
16695.0,53.7102,6.4196,53.7101,6.4197,53.705,6.4178,0.0001,0.001,0.0096,0.029
16509.0,53.1373,-50.378,53.1372,-50.378,53.145,-50.3786,0.0002,-0.0001,0.0145,-0.0011
16677.0,53.6536,-9.8718,53.6536,-9.8718,53.6558,-9.8686,0.0001,-0.0007,0.0041,-0.0326
16368.0,52.7219,-66.492,52.7217,-66.4919,52.715,-66.4897,0.0003,-0.0001,0.0131,-0.0034
16628.0,53.4849,-31.0804,53.4849,-31.0803,53.4867,-31.0803,0.0001,-0.0002,0.0033,-0.0003
16974.0,54.5861,56.9332,54.5862,56.9333,54.5821,56.9328,0.0001,0.0001,0.0074,0.0008
16672.0,53.6377,-31.8763,53.6376,-31.8762,53.6396,-31.8747,0.0001,-0.0002,0.0035,-0.0049
16531.0,53.2096,-61.0166,53.2095,-61.0165,53.215,-61.0169,0.0002,-0.0001,0.0101,-0.0006
16938.0,54.4936,42.5843,54.4936,42.5844,54.5008,42.5831,0.0,0.0002,0.0132,0.003
16780.0,53.9859,-11.1966,53.9859,-11.1965,53.9904,-11.1936,0.0001,-0.0006,0.0083,-0.0266
16803.0,54.0726,-17.4655,54.0725,-17.4654,54.0725,-17.4669,0.0001,-0.0004,0.0001,-0.0085
16924.0,54.4518,15.4332,54.4518,15.4333,54.4492,15.4308,0.0,0.0004,0.0049,0.0154
17026.0,54.7555,20.9176,54.7555,20.9177,54.7504,20.9158,0.0,0.0003,0.0092,0.0087
16661.0,53.5924,-65.7621,53.5922,-65.7621,53.6029,-65.7644,0.0003,-0.0001,0.0197,-0.0035
16870.0,54.2794,-40.272,54.2793,-40.2719,54.2738,-40.2747,0.0001,-0.0002,0.0104,-0.0067
19454.0,62.3711,86.6268,62.372,86.6269,62.5062,86.6261,0.0016,0.0001,0.2165,0.0008
16989.0,54.619,-7.392,54.6189,-7.3919,54.6217,-7.3917,0.0001,-0.0009,0.005,-0.0047
16290.0,52.5134,-78.3501,52.5131,-78.35,52.495,-78.3519,0.0005,-0.0001,0.0351,-0.0024
17058.0,54.8588,16.5392,54.8588,16.5392,54.8571,16.5367,0.0,0.0004,0.0031,0.0151
17027.0,54.7508,-5.6239,54.7508,-5.6238,54.7546,-5.6261,0.0001,-0.0012,0.0069,-0.04
17342.0,55.6805,59.965,55.6805,59.965,55.6779,59.9694,0.0001,0.0001,0.0046,0.0075
17203.0,55.278,37.5801,55.278,37.5802,55.2829,37.58,0.0,0.0002,0.0089,0.0003
17007.0,54.694,-27.9465,54.694,-27.9464,54.6988,-27.9431,0.0001,-0.0002,0.0087,-0.0122
17103.0,54.965,3.0611,54.9649,3.0611,54.9629,3.0569,0.0001,0.0021,0.0037,0.1353
17086.0,54.9084,-3.3926,54.9083,-3.3925,54.9096,-3.3931,0.0001,-0.0019,0.0022,-0.0142
17057.0,54.8615,-10.4348,54.8614,-10.4348,54.8558,-10.4372,0.0001,-0.0006,0.0103,-0.0228
17181.0,55.1954,25.3302,55.1954,25.3303,55.1929,25.3294,0.0,0.0003,0.0045,0.0032
17120.0,54.9965,-1.1188,54.9964,-1.1187,54.9979,-1.1206,0.0001,-0.0059,0.0026,-0.1578
17136.0,55.0444,-15.2286,55.0443,-15.2286,55.0475,-15.2267,0.0001,-0.0004,0.0057,-0.0128
17167.0,55.1626,-5.2097,55.1625,-5.2096,55.1596,-5.2106,0.0001,-0.0013,0.0054,-0.0171
17358.0,55.7258,47.7883,55.7258,47.7884,55.7312,47.7875,0.0,0.0001,0.0098,0.0017
17313.0,55.5967,33.9672,55.5968,33.9673,55.5938,33.965,0.0,0.0002,0.0054,0.0066
17585.0,56.5102,67.2064,56.5103,67.2065,56.5038,67.2017,0.0002,0.0001,0.0115,0.0071
17214.0,55.307,-11.8017,55.3069,-11.8017,55.3075,-11.8031,0.0001,-0.0006,0.001,-0.0113
17309.0,55.5806,19.6965,55.5806,19.6965,55.5788,19.7003,0.0,0.0003,0.0033,0.0194
17437.0,56.032,48.527,56.032,48.5271,56.0267,48.5236,0.0,0.0001,0.0095,0.0071
17223.0,55.3469,-19.5856,55.3469,-19.5855,55.3433,-19.5847,0.0001,-0.0003,0.0065,-0.0045
17587.0,56.4996,63.3447,56.4996,63.3447,56.5096,63.345,0.0001,0.0001,0.0177,0.0005
17475.0,56.1694,46.1004,56.1695,46.1004,56.1704,46.0997,0.0,0.0001,0.0018,0.0014
17448.0,56.0764,32.2903,56.0764,32.2904,56.0796,32.2883,0.0,0.0002,0.0056,0.0061
17408.0,55.9464,19.6621,55.9464,19.6622,55.9467,19.665,0.0,0.0003,0.0004,0.0146
17460.0,56.1301,36.46,56.1301,36.4601,56.1308,36.46,0.0,0.0002,0.0013,0.0001
17304.0,55.5658,-31.9372,55.5657,-31.9371,55.5621,-31.9383,0.0001,-0.0002,0.0066,-0.0035
17529.0,56.2986,42.5817,56.2986,42.5818,56.2983,42.5786,0.0,0.0002,0.0005,0.0074
17378.0,55.8128,-9.7732,55.8128,-9.7732,55.8121,-9.7633,0.0001,-0.0007,0.0013,-0.1014
17453.0,56.1181,20.9341,56.1181,20.9342,56.1171,20.9286,0.0,0.0003,0.0018,0.0264
17854.0,57.3128,70.8668,57.3129,70.8669,57.3075,70.8711,0.0002,0.0001,0.0093,0.0061
17395.0,55.8864,-10.4849,55.8863,-10.4848,55.8908,-10.4856,0.0001,-0.0006,0.008,-0.0064
17489.0,56.2009,24.2874,56.2009,24.2874,56.2008,24.2894,0.0,0.0003,0.0002,0.0085
17584.0,56.4948,45.6814,56.4948,45.6815,56.4971,45.6819,0.0,0.0001,0.004,0.0012
17499.0,56.2176,24.1125,56.2176,24.1126,56.2188,24.1133,0.0,0.0003,0.002,0.0034
17351.0,55.7072,-37.3106,55.7071,-37.3105,55.7088,-37.3136,0.0001,-0.0002,0.0028,-0.008
17527.0,56.2899,24.8456,56.2898,24.8456,56.2904,24.8392,0.0,0.0003,0.001,0.0258
17531.0,56.3025,24.473,56.3025,24.4731,56.3021,24.4672,0.0,0.0003,0.0008,0.0237
17457.0,56.1306,-1.1596,56.1305,-1.1596,56.1271,-1.1631,0.0001,-0.0056,0.0062,-0.2958
17707.0,56.8843,55.9283,56.8843,55.9283,56.8842,55.9225,0.0001,0.0001,0.0002,0.0103
17959.0,57.5708,71.3313,57.5709,71.3314,57.5896,71.3322,0.0002,0.0001,0.0327,0.0012
17573.0,56.4595,24.3714,56.4595,24.3715,56.4567,24.3678,0.0,0.0003,0.0051,0.015
17579.0,56.4799,24.5566,56.4799,24.5567,56.4767,24.5547,0.0,0.0003,0.0057,0.0076
17588.0,56.5099,24.532,56.5099,24.5321,56.5121,24.5281,0.0,0.0003,0.0039,0.0162
16827.0,54.1274,-78.3187,54.1271,-78.3186,54.125,-78.3231,0.0005,-0.0001,0.0044,-0.0056
17884.0,57.3731,65.5279,57.3732,65.528,57.38,65.5261,0.0002,0.0001,0.012,0.0028
17608.0,56.581,23.9476,56.581,23.9477,56.5817,23.9483,0.0,0.0003,0.0011,0.0029
17436.0,56.0283,-40.6578,56.0282,-40.6577,56.0258,-40.6603,0.0001,-0.0002,0.0044,-0.0061
17891.0,57.4101,63.2998,57.4102,63.2999,57.4029,63.2972,0.0001,0.0001,0.0125,0.0041
17595.0,56.5392,6.8035,56.5392,6.8036,56.5396,6.8031,0.0,0.0009,0.0007,0.0064
17772.0,57.0809,50.7383,57.081,50.7384,57.0762,50.7367,0.0001,0.0001,0.0082,0.0033
17858.0,57.331,57.1239,57.331,57.124,57.3317,57.1181,0.0001,0.0001,0.0012,0.0103
17593.0,56.5318,-12.1006,56.5317,-12.1005,56.5354,-12.1017,0.0001,-0.0005,0.0065,-0.0091
17732.0,56.9578,32.1983,56.9578,32.1984,56.9538,32.195,0.0,0.0002,0.0071,0.0104
17702.0,56.8763,24.1078,56.8763,24.1079,56.8712,24.105,0.0,0.0003,0.0089,0.0118
18067.0,57.9116,68.5054,57.9117,68.5054,57.9242,68.5075,0.0002,0.0001,0.0217,0.0031
17493.0,56.208,-48.0596,56.2079,-48.0595,56.2108,-48.0614,0.0002,-0.0001,0.0051,-0.0037
17464.0,56.1407,-54.2749,56.1406,-54.2749,56.1408,-54.2739,0.0002,-0.0001,0.0002,-0.0019
17534.0,56.3141,-47.3606,56.314,-47.3606,56.3158,-47.3597,0.0002,-0.0001,0.0031,-0.0019
17846.0,57.2835,43.9676,57.2835,43.9677,57.2842,43.9631,0.0,0.0001,0.0011,0.0104
17618.0,56.6152,-29.3385,56.6152,-29.3385,56.6142,-29.3381,0.0001,-0.0002,0.0019,-0.0016
17776.0,57.0821,23.419,57.0821,23.4191,57.0871,23.4211,0.0,0.0003,0.0087,0.0089
17651.0,56.7145,-23.2418,56.7145,-23.2417,56.7121,-23.2497,0.0001,-0.0003,0.0043,-0.0341
17771.0,57.0701,11.1466,57.0701,11.1467,57.0679,11.1433,0.0,0.0006,0.0038,0.0297
17440.0,56.0394,-64.8075,56.0393,-64.8075,56.05,-64.8069,0.0003,-0.0001,0.0188,-0.0009
17932.0,57.5209,44.9632,57.521,44.9633,57.5188,44.9678,0.0,0.0001,0.0038,0.0101
17886.0,57.3835,33.0891,57.3835,33.0891,57.3858,33.0914,0.0,0.0002,0.0041,0.007
17847.0,57.2912,24.0589,57.2912,24.059,57.2904,24.0533,0.0,0.0003,0.0013,0.0231
17689.0,56.8264,-29.9042,56.8264,-29.9041,56.8338,-29.9019,0.0001,-0.0002,0.0129,-0.0076
17851.0,57.2987,24.1342,57.2987,24.1342,57.2967,24.1367,0.0,0.0003,0.0036,0.0104
17717.0,56.9176,-23.873,56.9175,-23.873,56.915,-23.8747,0.0001,-0.0003,0.0045,-0.0071
17900.0,57.4302,23.7096,57.4302,23.7096,57.4312,23.7117,0.0,0.0003,0.0018,0.0088
17738.0,56.979,-30.1645,56.9789,-30.1644,56.9833,-30.1678,0.0001,-0.0002,0.0076,-0.0109
17921.0,57.4769,22.2444,57.4769,22.2445,57.4792,22.2444,0.0,0.0003,0.0039,0.0001
17734.0,56.9559,-36.1059,56.9558,-36.1058,56.9567,-36.1058,0.0001,-0.0002,0.0014,-0.0001
17798.0,57.1526,-20.9021,57.1526,-20.902,57.1492,-20.9031,0.0001,-0.0003,0.0061,-0.0045
17954.0,57.5784,25.5847,57.5784,25.5847,57.5788,25.5794,0.0,0.0002,0.0006,0.0205
17797.0,57.1512,-37.6194,57.1511,-37.6193,57.1475,-37.6222,0.0001,-0.0002,0.0065,-0.0076
,57.1512,-37.6194,57.1511,-37.6193,57.1496,-37.6206,0.0001,-0.0002,0.0028,-0.0032
18081.0,57.9744,34.3546,57.9744,34.3546,57.9738,34.3592,0.0,0.0002,0.0011,0.0134
18217.0,58.4252,57.974,58.4252,57.9741,58.4304,57.975,0.0001,0.0001,0.009,0.0017
18059.0,57.9012,22.0365,57.9012,22.0366,57.9025,22.0317,0.0,0.0003,0.0022,0.0219
18033.0,57.8219,13.0461,57.8219,13.0462,57.8158,13.0458,0.0,0.0005,0.0105,0.002
17874.0,57.3632,-36.1969,57.3632,-36.1969,57.3638,-36.2003,0.0001,-0.0002,0.0009,-0.0093
18438.0,59.1129,71.8222,59.113,71.8223,59.1258,71.8217,0.0002,0.0001,0.0219,0.0008
18094.0,58.0142,31.167,58.0142,31.1671,58.0179,31.1683,0.0,0.0002,0.0065,0.0042
18212.0,58.4171,48.649,58.4171,48.649,58.4112,48.6506,0.0001,0.0001,0.0099,0.0033
18089.0,57.9966,6.5322,57.9965,6.5323,58.0008,6.5347,0.0,0.001,0.0074,0.0384
17982.0,57.6577,-36.425,57.6576,-36.4249,57.6567,-36.4253,0.0001,-0.0002,0.0018,-0.0009
18170.0,58.295,17.3284,58.295,17.3285,58.2917,17.3269,0.0,0.0004,0.0058,0.0087
18141.0,58.1732,-5.3646,58.1732,-5.3646,58.1733,-5.3614,0.0001,-0.0012,0.0002,-0.0607
18246.0,58.534,31.8833,58.534,31.8834,58.5329,31.8836,0.0,0.0002,0.0019,0.0009
18505.0,59.3659,63.0723,59.366,63.0724,59.3562,63.0722,0.0001,0.0001,0.0163,0.0001
18488.0,59.2733,61.1102,59.2733,61.1103,59.2846,61.1089,0.0001,0.0001,0.0191,0.0021
18173.0,58.3032,-18.4334,58.3031,-18.4333,58.3042,-18.4344,0.0001,-0.0003,0.0017,-0.0058
18396.0,58.9897,47.8756,58.9897,47.8757,58.9925,47.8714,0.0,0.0001,0.0047,0.0089
17678.0,56.8035,-74.2383,56.8033,-74.2382,56.8096,-74.2389,0.0004,-0.0001,0.0107,-0.0008
18350.0,58.8421,31.0438,58.8421,31.0439,58.8458,31.0458,0.0,0.0002,0.0064,0.0065
18453.0,59.1513,50.7004,59.1514,50.7005,59.1521,50.6953,0.0001,0.0001,0.0013,0.0102
18255.0,58.5699,-2.952,58.5698,-2.9519,58.5725,-2.9528,0.0001,-0.0021,0.0045,-0.0271
,58.5741,-2.9583,58.5741,-2.9583,58.5729,-2.9547,0.0001,-0.0021,0.002,-0.1226
18216.0,58.4318,-24.6145,58.4317,-24.6144,58.4275,-24.6125,0.0001,-0.0003,0.0073,-0.008
18213.0,58.4134,-34.7335,58.4133,-34.7334,58.4121,-34.7322,0.0001,-0.0002,0.0022,-0.0037
18434.0,59.1238,35.0828,59.1238,35.0829,59.1196,35.0811,0.0,0.0002,0.0071,0.0048
18199.0,58.394,-46.8912,58.3939,-46.8912,58.3888,-46.8936,0.0002,-0.0001,0.009,-0.0051
18339.0,58.8166,-12.0968,58.8166,-12.0967,58.8179,-12.0992,0.0001,-0.0005,0.0022,-0.0196
18471.0,59.2137,22.4748,59.2137,22.4748,59.2171,22.4781,0.0,0.0003,0.0057,0.0146
18262.0,58.5968,-40.3544,58.5967,-40.3543,58.5967,-40.3572,0.0001,-0.0002,0.0002,-0.007
18485.0,59.2659,23.1693,59.2659,23.1693,59.2658,23.1756,0.0,0.0003,0.0,0.0271
18508.0,59.3583,24.4668,59.3583,24.4668,59.36,24.4619,0.0,0.0003,0.0029,0.0197
18547.0,59.5122,34.8129,59.5122,34.8129,59.5129,34.8144,0.0,0.0002,0.0012,0.0045
18481.0,59.2553,6.0444,59.2553,6.0445,59.2571,6.04,0.0,0.001,0.003,0.0736
18455.0,59.1541,-9.7495,59.154,-9.7495,59.1579,-9.7508,0.0001,-0.0006,0.0065,-0.0133
18565.0,59.6195,38.8396,59.6195,38.8397,59.6212,38.8403,0.0,0.0002,0.003,0.0018
18275.0,58.6356,-52.6884,58.6355,-52.6883,58.6417,-52.6906,0.0002,-0.0001,0.0103,-0.0041
18614.0,59.7363,35.7899,59.7364,35.7899,59.7412,35.7911,0.0,0.0002,0.0082,0.0035
18657.0,59.918,38.8211,59.918,38.8211,59.9167,38.8206,0.0,0.0002,0.0023,0.0013
19461.0,62.5263,80.6998,62.5266,80.6999,62.5117,80.6986,0.0005,0.0001,0.0234,0.0015
18543.0,59.5093,-13.506,59.5093,-13.506,59.5075,-13.5086,0.0001,-0.0005,0.0031,-0.019
18606.0,59.7232,-5.4658,59.7232,-5.4657,59.7179,-5.47,0.0001,-0.0011,0.0089,-0.0773
18658.0,59.9155,10.33,59.9155,10.3301,59.9196,10.3308,0.0,0.0006,0.0068,0.0076
18769.0,60.309,36.9891,60.309,36.9891,60.3112,36.99,0.0,0.0002,0.0038,0.0025
18647.0,59.8752,-12.5752,59.8751,-12.5751,59.8754,-12.5742,0.0001,-0.0005,0.0004,-0.0082
18401.0,59.0126,-63.4617,59.0124,-63.4617,59.0167,-63.4636,0.0002,-0.0001,0.0069,-0.003
19129.0,61.5159,68.6761,61.516,68.6761,61.5129,68.68,0.0002,0.0001,0.0049,0.0057
19018.0,61.1077,59.1588,61.1077,59.1588,61.1133,59.1556,0.0001,0.0001,0.0093,0.0054
18805.0,60.4442,9.9951,60.4442,9.9951,60.4421,9.9978,0.0,0.0006,0.0035,0.0271
18788.0,60.3856,-1.5451,60.3855,-1.5451,60.3833,-1.5497,0.0001,-0.0039,0.0037,-0.2966
18592.0,59.6843,-57.1015,59.6842,-57.1015,59.6788,-57.1025,0.0002,-0.0001,0.0093,-0.0017
18597.0,59.6775,-61.3993,59.6773,-61.3992,59.6862,-61.4003,0.0002,-0.0001,0.0147,-0.0016
19177.0,61.6556,65.5234,61.6557,65.5234,61.6625,65.5208,0.0002,0.0001,0.0111,0.0039
18907.0,60.7882,5.9881,60.7882,5.9882,60.7892,5.9892,0.0,0.001,0.0016,0.0171
19009.0,61.0907,24.1028,61.0907,24.1029,61.0904,24.1058,0.0,0.0002,0.0004,0.0125
18957.0,60.9383,5.4366,60.9383,5.4367,60.9358,5.4356,0.0,0.0011,0.004,0.0195
18975.0,60.9883,8.1974,60.9882,8.1974,60.9858,8.1972,0.0,0.0007,0.004,0.0016
19038.0,61.176,22.0809,61.176,22.081,61.1738,22.0819,0.0,0.0003,0.0037,0.0047
18993.0,61.0355,2.8256,61.0355,2.8256,61.0412,2.8269,0.0,0.0021,0.0094,0.049
18926.0,60.8529,-20.1405,60.8529,-20.1404,60.8529,-20.1442,0.0001,-0.0003,0.0,-0.0182
18942.0,60.9052,-20.1608,60.9051,-20.1607,60.9033,-20.1583,0.0001,-0.0003,0.003,-0.0122
19272.0,61.9738,62.3282,61.9739,62.3283,61.9629,62.33,0.0001,0.0001,0.0176,0.0028
19167.0,61.6526,50.3496,61.6526,50.3496,61.6458,50.3514,0.0001,0.0001,0.011,0.0036
18990.0,61.0394,-16.587,61.0393,-16.587,61.0362,-16.5889,0.0001,-0.0004,0.0051,-0.0112
19011.0,61.0934,-12.7915,61.0934,-12.7914,61.0946,-12.7925,0.0001,-0.0005,0.0019,-0.008
18772.0,60.3154,-61.0812,60.3153,-61.0811,60.3258,-61.0789,0.0002,-0.0001,0.0173,-0.0038
19037.0,61.1741,-20.3787,61.1741,-20.3787,61.1708,-20.3817,0.0001,-0.0003,0.0054,-0.0144
19412.0,62.3659,59.9032,62.366,59.9033,62.365,59.9081,0.0001,0.0001,0.0015,0.008
17328.0,55.5817,-85.2613,55.5811,-85.2612,55.6338,-85.2622,0.0012,-0.0001,0.0936,-0.0011
19121.0,61.4871,-8.8579,61.487,-8.8578,61.4854,-8.8561,0.0001,-0.0007,0.0027,-0.0196
19343.0,62.1658,47.7191,62.1659,47.7191,62.1654,47.7125,0.0001,0.0001,0.0006,0.0138
19111.0,61.4451,-20.5089,61.4451,-20.5088,61.4446,-20.5122,0.0001,-0.0003,0.0009,-0.0163
19095.0,61.4082,-27.6542,61.4081,-27.6541,61.4058,-27.6517,0.0001,-0.0002,0.0039,-0.0091
19400.0,62.3327,54.8283,62.3327,54.8284,62.3433,54.8289,0.0001,0.0001,0.0171,0.001
19302.0,62.0603,37.7326,62.0603,37.7327,62.0638,37.7278,0.0,0.0002,0.0055,0.0128
19335.0,62.1494,38.0371,62.1494,38.0372,62.1525,38.0397,0.0,0.0002,0.005,0.0068
19261.0,61.9268,15.1615,61.9267,15.1616,61.925,15.1628,0.0,0.0004,0.0028,0.0083
19284.0,61.9971,17.3379,61.997,17.338,61.9975,17.3397,0.0,0.0003,0.0007,0.0104
19730.0,63.4412,72.1241,63.4414,72.1242,63.4371,72.1264,0.0002,0.0001,0.0065,0.0031
19673.0,63.2046,68.4999,63.2047,68.5,63.215,68.5017,0.0002,0.0001,0.0165,0.0026
19388.0,62.2921,19.6112,62.2921,19.6112,62.2917,19.6092,0.0,0.0003,0.0007,0.0103
19376.0,62.2624,13.3988,62.2624,13.3988,62.2567,13.3983,0.0,0.0004,0.0092,0.0033
19242.0,61.859,-42.9187,61.859,-42.9186,61.8546,-42.9169,0.0001,-0.0001,0.0072,-0.004
19525.0,62.7448,33.5858,62.7448,33.5859,62.7458,33.5867,0.0,0.0002,0.0016,0.0025
19513.0,62.7076,26.481,62.7076,26.481,62.7079,26.4808,0.0,0.0002,0.0005,0.0005
19398.0,62.3262,-16.3841,62.3262,-16.384,62.3242,-16.3858,0.0001,-0.0004,0.0033,-0.0107
20860.0,67.0389,83.8084,67.0395,83.8084,67.0542,83.8078,0.0008,0.0001,0.0227,0.0007
19483.0,62.5911,-6.9277,62.5911,-6.9277,62.5938,-6.9239,0.0001,-0.0008,0.0042,-0.0554
19331.0,62.1353,-45.8661,62.1352,-45.866,62.1413,-45.8647,0.0002,-0.0001,0.0096,-0.003
19554.0,62.8291,5.5201,62.8291,5.5201,62.8346,5.5231,0.0,0.0011,0.0088,0.0541
19511.0,62.6974,-8.8242,62.6974,-8.8241,62.6988,-8.8197,0.0001,-0.0007,0.0021,-0.0508
19233.0,61.8427,-64.2286,61.8426,-64.2285,61.84,-64.2225,0.0003,-0.0001,0.0044,-0.0095
19641.0,63.1322,17.2808,63.1321,17.2809,63.1308,17.2775,0.0,0.0003,0.0021,0.0191
19823.0,63.7518,57.4617,63.7518,57.4617,63.7575,57.4603,0.0001,0.0001,0.009,0.0024
19672.0,63.2193,22.4136,63.2193,22.4137,63.2133,22.4136,0.0,0.0003,0.0095,0.0
19587.0,62.9661,-6.8345,62.966,-6.8344,62.9662,-6.8375,0.0001,-0.0008,0.0003,-0.044
19509.0,62.6963,-35.2736,62.6963,-35.2735,62.6908,-35.2739,0.0001,-0.0002,0.0088,-0.0009
19571.0,62.8978,-20.3554,62.8977,-20.3554,62.9008,-20.3561,0.0001,-0.0003,0.0049,-0.0034
19746.0,63.4959,37.9628,63.4959,37.9629,63.4983,37.9669,0.0,0.0002,0.0038,0.0109
19515.0,62.7076,-41.9961,62.7075,-41.996,62.7108,-41.9936,0.0001,-0.0001,0.0052,-0.0059
19812.0,63.7298,48.412,63.7298,48.412,63.7246,48.4094,0.0001,0.0001,0.0082,0.0052
20982.0,67.503,83.336,67.5035,83.336,67.5004,83.3406,0.0008,0.0001,0.0039,0.0055
19968.0,64.2182,61.8505,64.2183,61.8505,64.2233,61.8503,0.0001,0.0001,0.008,0.0003
19811.0,63.7214,40.4841,63.7215,40.4842,63.7221,40.4836,0.0,0.0001,0.001,0.0013
19720.0,63.3941,10.207,63.3941,10.2071,63.395,10.2122,0.0,0.0006,0.0014,0.051
19718.0,63.3788,8.8883,63.3788,8.8883,63.3804,8.8906,0.0,0.0006,0.0025,0.0258
19719.0,63.3881,7.718,63.3881,7.7181,63.3879,7.7161,0.0,0.0007,0.0004,0.0247
19736.0,63.4639,12.7533,63.4639,12.7533,63.4579,12.7533,0.0,0.0004,0.0094,0.0006
19740.0,63.4838,9.2584,63.4838,9.2584,63.485,9.2636,0.0,0.0006,0.0019,0.0567
19725.0,63.4092,-1.1543,63.4092,-1.1543,63.4092,-1.1497,0.0001,-0.005,0.0001,-0.4006
19983.0,64.2825,57.8549,64.2825,57.855,64.2842,57.8606,0.0001,0.0001,0.0026,0.0097
19949.0,64.1825,53.6155,64.1826,53.6156,64.1796,53.6119,0.0001,0.0001,0.0046,0.0067
19642.0,63.1311,-44.3667,63.131,-44.3666,63.1317,-44.3683,0.0001,-0.0001,0.0008,-0.0037
20776.0,66.7433,80.8245,66.7437,80.8245,66.7617,80.8242,0.0005,0.0001,0.0275,0.0004
19777.0,63.6002,-10.2569,63.6002,-10.2568,63.5988,-10.2564,0.0001,-0.0006,0.0023,-0.0047
19877.0,63.9453,15.4022,63.9452,15.4022,63.9429,15.4006,0.0,0.0004,0.0037,0.0104
19860.0,63.8886,8.8929,63.8885,8.8929,63.8838,8.8922,0.0,0.0006,0.0075,0.0075
19855.0,63.8618,6.1999,63.8618,6.1999,63.8575,6.1997,0.0,0.0009,0.0068,0.0027
19859.0,63.8722,6.1861,63.8721,6.1861,63.8717,6.1867,0.0,0.0009,0.0008,0.0099
19721.0,63.3947,-40.355,63.3946,-40.355,63.3988,-40.3578,0.0001,-0.0001,0.0064,-0.0068
20070.0,64.5585,50.2955,64.5585,50.2956,64.5608,50.2956,0.0001,0.0001,0.0036,0.0001
19849.0,63.8479,-7.6074,63.8479,-7.6073,63.8179,-7.6528,0.0001,-0.0007,0.047,-0.5953
19747.0,63.5062,-42.295,63.5061,-42.295,63.5004,-42.2944,0.0001,-0.0001,0.0091,-0.0014
20266.0,65.1719,65.1391,65.172,65.1391,65.1679,65.1406,0.0002,0.0001,0.0061,0.0023
20063.0,64.5298,42.1422,64.5298,42.1422,64.5342,42.1411,0.0,0.0001,0.0067,0.0025
19990.0,64.3208,20.5773,64.3208,20.5774,64.315,20.5786,0.0,0.0003,0.0091,0.0062
20156.0,64.7944,50.0496,64.7945,50.0497,64.8054,50.0489,0.0001,0.0001,0.017,0.0014
20087.0,64.5928,21.5833,64.5927,21.5834,64.5967,21.5792,0.0,0.0003,0.0061,0.0193
19996.0,64.3313,-6.4713,64.3313,-6.4713,64.33,-6.4719,0.0001,-0.0009,0.002,-0.0093
20234.0,65.04,50.9205,65.04,50.9206,65.0479,50.9208,0.0001,0.0001,0.0122,0.0006
20089.0,64.6034,9.4842,64.6034,9.4842,64.6021,9.4867,0.0,0.0006,0.0021,0.0261
